question,answer
 آیا کارکردن (مثل پخت و پز یا شیردادن بچه) قبل از غسل جنابت کراهت دارد؟, امور مزبور کراهتى ندارد، هر چند بهتر است انسان درهمه حال با طهارت باشد.
 آیا نوشتن آیات قرآن و اسماء متبرکه براى زن حائض یا جنب حرام است؟, اگر آن را لمس نکند حرام نیست، ولى بعید نیست مکروه باشد.
 در رساله توضیح المسائل فرموده‌اید: «خوردن و آشامیدن براى جنب با توجه به این که قرائت بیش از هفت آیه براى جنب و حائض مکروه است، آیا ترک این کار بهتر است، یا منظور این است که ثواب آن نسبت به زمانى که پاک است کمتر مى باشد؟, یعنى ثواب آن کمتر است.
 آیا آرایش کردن براى همسر در حال جنابت کراهت دارد؟, اشکالى ندارد، مگر اینکه سبب انجام کار خلافى شود. <H۳ class=content_h۳>احکام جنابت</H۳>مسأله ۲۵۴: مستحب است بعد از بیرون آمدن منى بول کند تا ذرات باقیمانده خارج شود و اگر نکند و بعد از غسل رطوبتى از او بیرون آید که نداند منى است یا رطوبت دیگر، حکم منى دارد و باید دوباره غسل کند.
 آیا استبراء از منى، همانند استبراء از بول، مخصوص آقایان است، یا شامل خانمها نیز مى شود؟ و به تعبیر دیگر آیا استبراء از منى براى زنان مستحب است؟, احتیاط مستحب آن است که زنان نیز بوسیله بول کردن قبل از غسل استبراء کنند.
 آیا زن پس از نزدیکى با شوهر و قبل از غسل باید صبر کند تا منى شوهر از او خارج شود؟ و اگر فورا غسل کند و پس از غسل آب یا رطوبت مشکوکى از او خارج شود، تکلیفش چیست؟, غسل ندارد; ولى اگر یقینا منى است باید خود را آب بکشد.
 متأسفانه برخى از دختران دست به خود ارضائى مى زنند و با حال جنابت و بدون انجام غسل، نماز مى خوانند و روزه مى گیرند و سایر کارهایى که نیاز به غسل جنابت دارد رابدون غسل انجام مى دهند. لطفا بفرمائید: اولا: خود ارضایى چه حکمى دارد و آثار آن چیست؟ ثانیا: عبادتهایى که به شکل فوق انجام شده چه حکمى دارد؟, خودارضایى بدون شک حرام است (۱) و اگر کسى به آن دست بزند و در همان حال رطوبتى از او خارج شود واجب است براى نماز و روزه خود غسل کند و اگر غسل نکرده باید اعمال خود را قضا کند.
 اگر نعوذ بالله به دختر یا پسرى در کودکى تجاوز شده باشد و پس از رسیدن به سن تکلیف متوجه وجوب غسل نباشد، تکلیف مدتى که با این حال نماز خوانده و روزه گرفته چیست؟, در صورتى که دخول حاصل نشده، یا مشکوک باشد، تکلیفى ندارد و اگر یقین به دخول داشته باشد فقط باید نمازهاى خود را اعاده کند.
 اینجانب دختر ۱۶ ساله اى هستم، مى خواستم نظر حضرتعالى را در مورد کوتاه نمودن موهاى زائد بدن قبل از ازدواج جویا شوم; زیرا مادرم من را از این کار منع مى کند، ولى دبیران دینى و قرآن در مدرسه همواره به کوتاه نمودن موهاى زائد سفارش مى کنند و مى گویند: «بلند بودن این موها باعث باطل شدن غسل مى گردد» حال وظیفه من چیست؟, کوتاه کردن موهاى زائد بدن نه تنها اشکالى ندارد، بلکه کار خوبى است; ولى بودن و نبودن آن ضررى براى غسل ندارد، اما در مواردى که متعارف است دوشیزه‌ها موهاى زائد را از بین نمى برند (مانند اصلاح ابرو و صورت) بهتر است مراعات عرف و عادت را بکنند.
 مادرى در شکم خود جنین مرده اى دارد، آیا لازم است جهتانجام فریضه نماز، غسل مس میت انجام دهد؟ و در صورت لزوم، چون تماس با این جنین میت دائمى است، آیا باید براى هر نماز غسلى بجا آورد، یا یک غسل تا خارج شدن جنین کفایت مى کند؟ آیا در این مسأله تفاوتى میان جنین کامل و ناقص مى باشد؟, در هیچ یک از این دو حالت غسل مس میت بر او لازم نیست.
 خانمى پدرمرحومش را قبل از غسل میت و بعد از سرد شدنبدنش بوسیده و سپس قبل از انجام غسل مس میت دختر بچه‌اش را نیزبوسیده است، آیا غسل مس میت بر دخترش، که با واسطه با میت تماس داشته، نیز لازم است؟, غسل مس میت بر آن دختر واجب نیست. غسلهاى مستحبمسأله ۲۶۳: غسلهاى مستحب در شرع مقدس اسلام بسیار فراوان است، یکى از آنها غسل زنى است که براى غیر شوهرش (سایر مردان) بوى خوش استعمال کرده است; غسل بر چنین زنى مستحب است. (۱)
 آیا کیفیت غسل زنان با مردان متفاوت است، یا تفاوتى ندارد؟, تفاوتى ندارد.
 خالکوبى براى خانمها چه حکمى دارد؟ آیا ضررى به غسل و وضوى آنها مى زند؟, هرگاه ضرر خاصى نداشته باشد و عکسهاى موجب فساد اخلاق در آن نباشد، جایز است. و در هر حال براى غسل و وضو مشکلى ایجاد نمى کند.
 خانمى ۳۵ سال است که تمام غسلهایش را به شکل زیر انجام داده است: «اول سمت راست بدن، سپس سمت چپ بدن و در مرحله آخر سر و گردن را مى شسته است» و با همین وضع حج رفته و نماز خوانده و روزه گرفته است، اکنون چه وظیفه اى دارد؟, احتیاط آن است که نمازهاى خود را تدریجا و بطورى که به زحمت نیفتد قضا کند، ولى روزه او صحیح است و در مورد حج باید طوافها و نماز طوافها و احتیاطا سعى و تقصیر را اعاده کند و اگر خودش قادر به انجام این کار نیست از کسانى که به حج یا عمره مشرف مى شوند بخواهد تا به نیابت او تمام این اعمال را بجا آورند.
 خانمهایى که گوش خود را براى گوشواره سوراخ مى کنند، ولى فعلا گوشواره اى ندارند، آیا لازم است به هنگام غسل آب به داخل سوراخ ایجاد شده برسانند؟ برخى سعى مى کنند با چوب کبریت و مانند آن آب به آن برسانند., هرگاه دست به آن بکشند آن مقدارى که آب به آن مى رسد کافى است.
 آیا رنگ مو، مش، لاک، ابروهاى مصنوعى، فرمژه و مانند آن، براى غسل خانمها ضرر دارد و مانع محسوب مى شود؟, هرگاه آب به پوست بدن و موها برسد کافى است.
 برخى از عروس خانمها براى این که آرایش آنها خراب نشود از غسل کردن و وضو گرفتن و در نتیجه نماز خواندن در شب اول عروسى خوددارى مى کنند، آیا این مسأله عذر شرعى محسوب مى شود؟, این عذر کافى نیست.
 متأسفانه شوهرم اهل پرداخت وجوهات شرعیه نیست و از آن بدتر رباخوار است و در نتیجه پول آب و برق و سایر مخارج منزل را از درآمدهاى حاصل از ربا مى پردازد، آیا غسل و وضوى ما با این وضعیت صحیح است؟ اگر صحیح نیست وظیفه ما چیست؟, خمس اموالى را که در آن تصرف مى کنید به ذمه بگیرید و هر زمان توانایى پیدا کردید بپردازید و در مورد اموال آلوده به ربا، چنانچه مقدار آن را نمى دانید و صاحبش را نمى شناسید براى آن هم خمس را بر ذمه بگیرید و هر موقع توانایى پیدا کردید بپردازید، در این صورت اعمال شما صحیح و تصرفات شما جایز مى باشد. <H۲ class=content_h۲>۱۱- احکام مردگان</H۲><H۳ class=content_h۳>مقدمه</H۳> «مرگ» از جمله قوانین جهان طبیعت است که هیچ استثنائى ندارد! و به تعبیر زیباى قرآن مجید «همه موجودات طعم آن را خواهند چشید» جالب این که آیه فوق، سه بار در قرآن مجید تکرار شده است. (۱) و از سوى دیگر یکى از پر تجربه‌ترین امور زندگى هر انسانى همین «مرگ» است; چرا که از نزدیک، مرگ عزیزان خویش را مشاهده مى کند و با دست خود آنان را کفن نموده، سپسدفن مى کند; ولى افسوس که بسیارى از انسانها در عمل مرگ را براى همسایه مى دانند و مردگان را مسافرانى مى پندارند که چند صباحى دیگر باز خواهند گشت! و این علتى جز غفلت، که عامل بسیارى از مشکلات مادى و معنوى است، ندارد. مطالعه احکام مربوط به مردگان یکى از راههاى زدودن پرده غفلت است، به بخشى از این احکام توجه فرمائید: مسأله ۲۷۱: حضور زن حائض در نزد «محتضر» (یعنى کسى که در حال جان دادن است) و نیز تنها گذاشتن زنها نزد او را، از مکروهات شمرده‌اند.
 هرگاه براى غسل دادن میت زن، زن پیدا نشود و مردهائى که با او محرمند بخواهند غسلش دهند، چگونه باید غسل دهند؟ آیا باید از روى لباس غسل دهند؟ یا مى توانند بدنش را برهنه کنند؟, در مورد محارم لازم نیست از روى لباس غسل دهند، ولى باید عورت را بپوشانند.
 هرگاه زن در حال حیض یا نفاس یا جنابت از دنیا برود، آیا علاوه بر غسل میت، براى امور مذکور نیز باید او را غسل دهند، یا همان غسل میت کافى است؟, غسل میت کافى است. <H۳ class=content_h۳>کفن و حنوط</H۳>مسأله ۲۸۰: کفن زن بر عهده شوهر اوست، هر چند از خودش مال داشته باشد. و زنى که طلاق رجعى گرفته، هرگاه پیش از تمام شدن عده بمیرد، کفن او نیز بر شوهر است.
 اگر شوهر قدرت تهیه کفن همسرش را نداشته باشد و خود زن نیز مالى نداشته باشد، هزینه کفناو بر عهده کیست؟ آیا بر عهده پدر و مادرش مى باشد؟, در صورتى که پدر و مادر قدرت داشته باشند احتیاط واجب آن است که کفن را بدهند و اگر قدرت ندارند هزینه آن بر عهده بیت المال مسلمین است.
 آیا کفن کردن با پارچه ابریشم خالص یا طلا بافت براى میت زن نیز اشکال دارد، یا فقط براى مردان مشکل است؟, احتیاط واجب آن است که زن نیز در این گونه کفنها کفن نشود.
 آیا در تعداد قطعه هاى واجب و مستحب کفن و نیز در کیفیت و چگونگى آن، تفاوتى بین میت مرد و زن وجود دارد؟, در واجبات کفن تفاوتى نیست. مسأله ۲۸۴: زنى که شوهرش مرده و هنوز در عده وفات است، حرام است خود را خوشبو کند، ولى اگر بمیرد حنوط او واجب است.۹۸ 
 شرکت بانوان در تشییع جنازه چه حکمى دارد؟ آیا تفاوتى بین تشییع جنازه میت مرد و زن و نیز تشییع جنازه بستگان نزدیک و غیر آن هست؟,جواب: معروف در میان فقهاء کراهت شرکت زنان در تشییع است. <H۳ class=content_h۳>نماز میت</H۳>مسأله ۲۸۶: نماز میت پنج تکبیر و چهار ذکر دارد که تنها در ذکر چهارم بین میت مرد و زن تفاوت وجود دارد و در بقیه مثل هم هستند، بنابراین هر گاه میت، زن باشد کافى است که بعد از تکبیر چهارم بگوید: اللهم اغفر لهذه المیت و اگر این ذکر را بگوید بهتر است: اللهم ان هذه امتک و ابنة عبدک وابنة امتک نزلت بک و انت خیر منزول بها، اللهم انا لا نعلم منها الاخیرا و انت اعلم بها منااللهم ان کانت محسنة فزد فى احسانها و ان کانت مسیئة فتجاوز عنها و اغفر لها اللهم اجعلها عندک فى اعلى علیین و اخلف على اهلها فى الغابرین و ارحمها برحمتک یا ارحم الراحمین. مسأله ۲۸۷: مستحب است به امید ثواب پروردگار، امام جماعت یا کسى که فرادى نماز میت مى خواند، اگر میت زن است مقابل سینه‌اش بایستد. مسأله ۲۸۸: مستحب است به امید ثواب پروردگار، زن حائض، در صورتى که نماز میت را به جماعت مى خواند، در یک صف تنها بایستد.
 آیا زن مستحاضه کثیره که غسل خود را انجام نداده و نیز زن نفساء درحکم زن حائض هستند، که باید در یک صف تنها بایستند؟ یا حکم فوق مخصوص زن حائض است؟, این حکم درباره حائض و نفساء است و شامل مستحاضه نمى شود. <H۳ class=content_h۳>دف____ن</H۳>مسأله ۲۹۰: اگر زن کافرى از دنیا برود و بچه در شکم او نیز بمیرد، چنانچه پدر آن بچه مسلمان باشد باید زن را در قبر به پهلوى چپ پشت به قبله بخوابانند تا روى بچه به طرف قبله باشد، حتى اگر هنوز روح به بدن بچه داخل نشده باشد (یعنى هنوز حس و حرکت پیدا نکرده است) بنابر احتیاط واجب به همین دستور عمل کنند.
 زن مسلمانى که بچه مسلمان هفت ماهه اى در شکمش بوده فوت کرده است، بعضى مى گویند: «باید آینه اى در سمت پشت مادر قرار دهند، تا انعکاس صورت بچه نیز به طرف قبله باشد» آیا این کار لازم است؟, روبه قبله بودن مادر کافى است و گذاشتن آینه معنا ندارد. مسأله ۲۹۲: هر گاه بچه اى دررحممادر بمیرد و ماندنش دررحم براى مادر خطر داشته باشد، باید به آسانترین راه ممکن او رابیرون آورند، حتى اگر ناچار شوند او را قطعه قطعه کنند اشکال ندارد، این کار باید در درجه اول بوسیله شوهرش، اگر اهل فن است، و در درجه بعد زنى که اهل فن است انجام شود. و اگر ممکن نیست از مرد محرمى که اهل فن است استفاده کنند و در غیر این صورت، ناچار باید از مرد نامحرمى که اهل فن است کمک بگیرند. مسأله ۲۹۳: هر گاه مادر بمیرد و بچه در شکمش زنده باشد، باید فورا بچه را به وسیله کسانى که در مسأله پیش اشاره شد از هر طرفى که سالم بیرون مى آید بیرون آورند و دوباره شکم او را بدوزند و حتى الامکان باید این کار زیر نظر اهل فن انجام گیرد و اگر اهل فن نباشد پهلوى چپ را بشکافند و بچه را فورا بیرون آورند. مسأله ۲۹۴: مستحب است به امید این که مطلوب پروردگار باشد هنگام دفن اگر میت زن است از طرف عرض بدن او را وارد قبر کنند و به هنگام وارد کردن او، پارچه اى روى قبر بگیرند.
 چرا میت مرد را از طرف سر و بدن میت زن را از طرف عرض جسد وارد قبر مى کنند؟ رساله احکام براى بانوان, این کار در مردان نوعى عبرت و در زنان براى رعایت اصول عفت است.
 اگر میت زن است مستحب است به امید این که مطلوب پروردگار باشد کسى که با او محرم است او را در قبر بگذارد و اگر محرم نباشد خویشانش اورا در قبر بگذارند. <H۳ class=content_h۳>نبش قبر</H۳>مسأله ۲۹۷: نبش قبر مسلمان، یعنى شکافتن قبر او، حرام است; هر چند طفل یا دیوانه باشد. و منظور از نبش قبر آن است که آن را طورى بشکافند که آثار بدن میت ظاهر شود; بنابراین اگر بدن ظاهر نشود اشکال ندارد، مگر این که موجب هتک و بى احترامى باشد; ولى نبش قبر در چند مورد حرام نیست، یکى از موارد آن، نبش قبر براى انجام یک مطلب شرعى که اهمیت آن از شکافتن قبر بیشتر است، مثل این که بخواهند بچه زنده اى را از شکم زن حامله (که دفن شده است) بیرون آورند (البته روشن است که بچه، مدت کمى بعد از مادر ممکن است زنده بماند). خواهرم فوت کرده و به جز من، که یک زن تنها و از کار افتاده هستم، کسى ندارد. به من وصیت کرده که بدنش را به کربلاى معلى انتقال دهم و در آن سرزمین پاک و معطر از عطر شهداى کربلا دفن کنم، اکنون راه کربلا بسته است و مدتى است که بدن او را بدون دفن کردن در محلى به امانت گذاشته‌ام، آیا تأخیر در دفن بخاطر انجام وصیتش جایز است؟ آیا انتقال آن جسد از محلى که به امانت گذاشته‌ام نبش قبر محسوب نمى شود؟, احتیاط آن است که هر چه زودتر بدن او را دفن کنید.
 دختر پانزده ساله اى در حادثه تصادف ماشینى از دنیا رفت و او را به خاک سپرده‌اند. اکنون مدتى است که خویشاوندان و آشنایان وى، مخصوصا خواهر بزرگترش، مرتبا او را در خواب مى بینندکه اصرار مى کند بیایند او را ببرند; چون او زنده است و آنقدر این خوابها تکرار شده که وضع روحى خانواده آن مرحومه را به مخاطره افکنده و سلامتى آنها را مختل کرده است; آیا نبش قبر در این مورد جایز است؟, با توجه به ضرورت ناشى از نگرانى شدید این خانواده و عدم صدق هتک احترام در مورد سؤال و مراعات احتیاط (در انجام حداقل نبش لازم) جایز است.
 شوهرم قبل از فوتش یک قبر دو طبقه در بهشت زهراء براى من و خودش تهیه کرد، ایشان سال قبل فوت کرد و در طبقه پائین آن قبر دفن شد، حال پس از فوت من، آیا شکافتن این قبر و دفن جسد من در طبقه اول آن جایز است؟, در صورتى که بدن سابق ظاهر نشود اشکالى ندارد. <H۳ class=content_h۳>چند مسأله دیگر</H۳>
 آیا جایز است زن در مرگ نزدیکان و عزیزانش صورت و بدن خود را بخراشد و به خود لطمه بزند و یقه پاره کند؟, هیچ یک از امور فوق جایز نیست، ولى پاره کردن یقه تنها در مرگ پدر و برادر جایز است. مسأله ۳۰۲: هر گاه مرد در مرگ زن یا فرزند، لباس خود را پاره کند، یا زن در عزاى میت صورت خود را بخراشد، بطورى که خون بیاید، یا موى خود را بکند، بنابر احتیاط واجب باید مانند کفاره قسم را بدهد. (یعنى به ده فقیر غذا دهد و یا آنها را بپوشاند و یا یک بنده آزاد کند) بلکه اگر خون هم نیاید به این دستور عمل نماید.
 معمولا خانمها به هنگام عزاى اموات صدارا بلند مى کنند، آیا این کار جایز است؟, احتیاط واجب آن است که در گریه بر میت صدا را خیلى بلند نکنند و فریاد نکشند.
 آیا رابطه زناشوئى زن و شوهر پس از مرگ بکلى قطع مى شود؟ یعنى مثلا به عکس و فیلمهاى بدون حجاب یکدیگر نمى توانند نگاه کنند؟, نگاه کردن به آن عکسها و فیلمها اشکالى ندارد.
 دربعضى مناطق مرسوم است که زنها پس از مرگ شوهران، یا بستگان نزدیک خود، تا مدتهاى طولانى لباس مشکى مى پوشند، صله رحم را ترک و از منزل خارج نمى شوند در مراسم شادى دیگران شرکت نمى کنند، به مسافرت نمى روند، سر و صورت خود را اصلاح نمى کنند و حتى بعضى از آنها با این که جوان هستند دیگر ازدواج نمى کنند، این امور شرعا چه حکمى دارد؟, ترک زینت در ایام عده وفات لازم است، ولى ترک زینت به معنى ترک نظافت نیست و سزاوار است این زنان بعد از گذشتن عده ازدواج کنند; مگر این که مانعى داشته باشند و ترک صله رحم نیز کار صحیحى نمى باشد. صفحه۱۰۳<H۲ class=content_h۲>۱۲- مسائل نماز</H۲><H۳ class=content_h۳>مسائل نماز</H۳>مقدمه: نماز رابطه انسان با خدا و مایه صفاى روح و پاکى دل و پیدایش روح تقوى و تربیت انسان و پرهیز از گناهان است. نماز مهمترین عبادات است که طبق روایات «اگر قبول درگاه خدا شود عبادات دیگر نیز قبول خواهد شد و اگر قبول نگردد اعمال دیگر نیز قبول نخواهد شد» (۱). در آیات قرآن مجید و روایات اسلامى و وصایا و سفارشهاى پیغمبر اکرم (صلى الله علیه وآله) و ائمه معصومین (علیهم السلام) از مهمترین کارهایى کهروى آن تأکید شده نماز است. بدین جهت ترک نماز از بزرگترین گناهان کبیره محسوب مى شود. سزاوار است انسان نماز را اول وقت بخواند و به آن اهمیت بسیار دهد و از تند خواندن نماز، که ممکن است مایه خرابى آن گردد، جدا بپرهیزد. روح نماز «حضور قلب» است، بنابراین باید عوامل حضور قلب را در خود تقویت کند، مثل این که معانى کلمات نماز را بفهمد و در حال نماز به آن توجه داشته باشد و با حال خضوع و خشوع نماز را انجام دهد، بداند با چه کسى سخن مى گوید و خود را در مقابل عظمت و بزرگى خدا بسیار کوچک ببیند. و نیز کارهائى که ارزش نماز و حضور قلب را کم مى کند انجام ندهد، مثلا در حال خواب آلودگى و خوددارى از بول و در میان صدا و در برابر منظره هایى که جلب توجه مى کند به نماز نایستد.
 خانم بچه دارى که براى تطهیر لباسهایش مشکل دارد، آیا بهتر است که نماز ظهر و عصر را دراول وقت بخواند، یا صبر کند تا در آخر وقت با لباس پاک بخواند و بلافاصله نماز مغرب و عشاء را نیز با همان لباس پاک اقامه نماید؟ آیا مردى که وظیفه تربیت بچه خردسالى را بر عهده گرفته، نیز همین حکم را دارد؟, باید نمازها را در زمانى بخواند که مى تواند با لباس پاک انجام دهد، و فرقى بین مرد و زن از این نظر نیست.
 درمسأله ۶۸۲ رساله توضیح المسائل حضرتعالى، یکى از راههاى شناخت فرا رسیدن وقت نماز را «شهادت یک مرد عادل» شمرده‌اید، آیا «مرد» در این مسأله خصوصیت دارد، یا شهادت «زن» نیز کافى است؟, اگر شهادت زن نیز موجب اطمینان، یا ظن قوى شود، کافى است.
 هر گاه شوهر در اول وقت نماز تقاضاى تمکین کند، آیا اجابت تقاضاى او مقدم است، یا انجام نماز اول وقت، که از مستحبات مؤکد است و در روایات راجع به آن سفارش زیادى شده است؟ و اگر زن به خواسته شوهر اعتنا نکرد و به نماز پرداخت، نمازش چه حکمى دارد؟, اجابت شوهر مقدم است، ولى اگر به نماز بپردازد گناه کرده، اما نماز او باطل نیست.
 انجام نمازهاى مستحبى مقدم است، یا اجابت در خواست شوهر؟ مخصوصا در نمازهاى مستحبى که وقت آن محدود است، به گونه اى که اگر دعوت شوهر اجابت شود وقت آن تمام مى شود، کدام یک مقدم است؟, اجابت دعوت شوهر (در صورتى که در حد معمول و معقول باشد) مقدم است. <H۳ class=content_h۳>پوشانیدن بدن در نماز</H۳>مسأله ۳۱۰: زن باید در موقع نماز تمام بدن، حتى سر و موى خود را، بپوشاند ولى پوشاندن گردى صورت و دستها تا مچ و پاها تا مچ لازم نیست، اما براى این که یقین کند که مقدار واجب را پوشانده احتیاط این است که مقدارى از اطراف صورت و قدرى پایین‌تر از مچ را هم بپوشاند. مسأله ۳۱۱: براى زنان پوشانیدن موهاى مصنوعى و زینتهاى پنهانى (مانند دستبند و گردنبند) نیز لازم است.
 آیا پوشش زن در نماز باید طورى باشد که از هیچ طرف، بدن او دیده نشود؟ آیا پوشاندن زینت و زیورهاى صورت و دست در نماز، در جایى که نامحرم نیست، لازم است؟, پوشاندن تمام بدن در نماز، به استثناء وجه و کفین و پاها تا مچ، از چهار طرف لازم است و زینت آلات اگر روى لباس باشد براى نماز اشکال ندارد.
 نماز خواندن با مانتو و شلوار و روسرى معمولى، یا بلوز و دامن و جوراب و روسرى معمولى، به گونه اى که به جز گردى صورت و دستها تا مچ بقیه بدن پوشیده باشد، چه حکمى دارد؟ اگر این لباسها زینتى باشد چطور؟, اشکالى ندارد، هر چند چادر حجاب برتر است، و در صورتى که لباس زینتى باشد، ولى در مقابل نامحرمان نباشد، آن هم اشکالى ندارد.
 استفاده از چادرهاى نازک، که در برابر نور بدن نمایان مى شود، براىنماز چه حکمى دارد؟, در صورتى که در آنجا نورى نباشد که بدن نمایان شود اشکالى ندارد.
 چنانچه زن هنگام نماز، یا پس از آن، دریابد قسمتى از اندامش که پوشیدن آن لازم بوده، پوشیده نشده است، تکلیف چیست؟, نمازش صحیح است.
 من درمنزل معمولا با لباس آستین کوتاه و دامن (بدون شلوار و روسرى) به همراه چادر نماز مى خوانم; ولى دو مطلب برایم موجب سؤال شده است، از شما ممنون خواهم شد اگر ,جواب آن را بفرمائید: الف: به هنگام رکوع قسمتى از ساق پا و به هنگام سجده قسمتى از ساق دستم نمایان مى شود. ب: گاهى از اوقات که مى خواهم چادرم را مرتب کنم، قسمتى از بدنم که باید پوشیده باشد آشکار مى شود، آیا این موارد جزئى نیز براى نماز اشکال دارد؟ آرى ظاهر شدن ساق دست یا ساق پا و مانند آن اشکال دارد.
 در جایى که شخص نامحرم و اجنبى به قصد تلذذ به دستها (تا مچ) و گردى صورت زن نمازگزار که زینت دارد، نگاه مى کند، نماز خواندن بدون پوشاندن آنها چه حکمى دارد؟, اشکالى ندارد، ولى احتیاط واجب آن است که خود را در معرض دید نامحرم قرار ندهد.
 در جائى که نامحرمى نیست، آیا زن مى تواند با چهره اى کاملا آرایش کرده (البته با رعایت حجاب لازم براى نماز) به نماز بایستد؟, اشکالى ندارد.
 فلسفه پوشش و حجاب زن به هنگام نماز چیست؟ مگر خداوند جمیل و دوست دار زیبائیها، از همه کس حتى شوهر به زن نزدیکتر نیست؟ پس چرا زن باید خود را در مقابل خداوند بپوشاند؟ صفحه۱۰۷, زن باید بهترین و مناسب‌ترین لباس را در مقابل خداوند بپوشد و بهترین لباس زن، حجاب کامل است، به علاوه این سبب مى شود که در موارد دیگر حجاب را فراموش نکند.
 آیا رعایت حجاب و پوشانیدن بدن دراعمال عبادى غیر از نماز، همانند تلاوت قرآن و دعاء، فضیلتى براى زن محسوب مى شود؟, دلیلى بر وجوب یا استحباب آن نداریم، ولى اگر مشکلى ایجاد نکند محترمانه‌تر محسوب مى شود. <H۳ class=content_h۳>شرایط لباس به هنگام نماز</H۳>
 شوهرم اهل خمس و وجوهات شرعیه نیست و تذکرات و نصیحتهاى من نیز تا کنون مؤثر نبوده است، با توجه به این که یکى از شرائط لباس نمازگزار این است که غصبى نباشد، نماز من با لباسهایى که از این پولها تهیه مى شود چه حکمى دارد؟, به شما و امثال شما اجازه مى دهیم که در این لباسها تصرف کنید و اگر مى توانید وجوه شرعیه آن را بپردازید و اگر توانایى ندارید به ذمه بگیرید و هر زمان موفق شدید بپردازید. مسأله ۳۲۲: نماز خواندن با لباس طلا بافت براى مردان جایز نیست و نماز را باطل مى کند، ولى براى زنان، در صورتى که اسراف نباشد، اشکالى ندارد. در غیر حال نماز نیز پوشیدن چنین لباسى براى مردان حرام است. مسأله ۳۲۳: زینت طلا، مانند انگشتر طلا و یا ساعت مچى طلا و مانند آن، براى مردان حرام است، و نماز با آن باطل است، و احتیاط واجب آن است که از استعمال عینک طلا هم خوددارى شود، ولى همه اینها براى خانمها در نماز و غیر نماز جایز است. مسأله ۳۲۴: پوشیدن لباسى که از ابریشم خالص است براى مردان حرام است، صفحه. ۱۰۸حتى عرقچین و بند شلوار، و نماز با آن باطل است. حتى آستر لباس نیز نباید از ابریشم خالص باشد، اما همه اینها براى خانمها، چه در حال نماز و چه در غیر نماز، جائزاست.
 چرا استفاده از طلا و ابریشم در نماز و غیر آن، براى مردان ممنوع و براى خانمها جایز است؟ فلسفه آن را بیان فرمائید., زینت جزئى از زندگانى زنان است و به همین دلیل اسلام اجازه استفاده از زینت حتى طلا و لباس ابریشمى (در حد معقول و دور از اسراف) را به آنها داده است. مسأله ۳۲۶: احتیاط آن است که مرد لباس مخصوص زنان، و زن لباس مخصوص مردان را نپوشد، ولى نماز با آن اشکال ندارد.
 منظور از این که فرموده‌اید: «پوشیدن لباس مخصوص مرد براى زن و بالعکس اشکال دارد» چه نوع لباسى است؟ لطفا توضیح دهید., منظور لباسى است که در عرف عام مى گویند لباس زنانه است (ولى هرگاه فسادى بر آن مترتب نشود حرام نیست).
 بسیار اتفاق مى افتد که زن در داخل منزل دمپائى شوهر یا شوهر دمپائى خانمش را مى پوشد، آیا این کار اشکال دارد؟, اشکالى ندارد، بلکه لباسهاى مخصوص هر کدام را نیز اگر دیگرى بپوشد و مفاسدى بر آن مترتب نشود اشکالى ندارد، اما آنجا که فسادانگیز است حرام مى باشد.
 گاهى از اوقات در نمایش‌ها و تئاترهاى مخصوص بانوان، که تمام بازیگرها زن هستند، زنانى که نقش مردها را بازى مى کنند ناچارند لباس مردانه بپوشند، آیا در این صورت هم پوشیدن لباس مخصوص مردان اشکال دارد؟ یا این اشکال مخصوص جایى است که با چنین لباسى در جامعه ظاهر شود؟, آرى آن هم اشکال دارد. صفحه۱۰۹
 آیا منظور از لباس مخصوص زنان یا مردان، لباسهایى مانند روسرى و مقنعه و چادرو دامن است که کاملا مختص به زنان است، یا حتى کت و شلوار و بلوز و مانند آن، که مرد و زن هر دو مى پوشند، را نیز شامل مى شود، هر چند شکل آنها متفاوت است؟, در صورتى که شکل آنها متفاوت باشد جزء لباسهاى اختصاصى محسوب مى شود. <H۳ class=content_h۳>برخى از مواردى که نجس بودن لباس یا بدن نمازگزار جایز است</H۳>مسأله ۳۳۱: یکى از موارد عفو، خون کمتر از درهم است، که اگر در لباس نمازگزار باشد، نماز خواندن با آن جایز است، به شرط این که از خون حیض و نفاس و استحاضه و خون سگ و خوک و مردار و خون حیوان حرام گوشت و همچنین خون کافر نباشد (بنا بر احتیاط واجب).
 یکى از مواردى که نجس بودن لباس نمازگزار جایز است لباسهاى کوچک نمازگزار، مانند عرقچین و جوراب است، آیا جورابهاى بلند زنانه، که گاهى بجاى شلوار از آن استفاده مى شود، و نیز «کر ست» مشمول این حکم مى باشد؟, جورابهاى بلند زنانه مشمول این حکم نیست، ولى مورد دوم مشمول همین حکم است. مسأله ۳۳۳: یکى دیگر از موارد عفو، زنى است که پرستار بچه مى باشد و نمى تواند براى نماز به آسانى لباس طاهر تهیه کند. هرگاه در شبانه روز یک مرتبه لباس خود را بشوید مى تواند با آن نماز بخواند، هر چند لباسش با بول بچه نجس شود، ولى احتیاط آن است که لباس خود را براى اولین نمازى که به جا مى آورد آب بکشد. مسأله ۳۳۴: هرگاه بتواند با وسایلى (مثلا با پوشکهاى معمولى) جلوى سرایت نجاست بچه را بگیرد باید چنین کند و نیز اگر لباسهاى متعدد دارد باید ازلباس پاک استفاده کند.
