question,answer
 آیاسلامهای سه گانه‌ای که نمازگزاران بعد از نماز می‌خوانند نص خاصی دارد؟, سلامهای سه گانه‌ای که به سه طرف خوانده می‌شود دلیل خاصی ندارد ولی به نیت اوامر مطلقه زیارت مانعی ندارد.
 آیا می‌توان نماز فریضه را به صورت تعلیمی خواند؟, هرگاه قصد قربت داشته باشد مانعی ندارد. خوابیدن با علم به اینکه نماز قضا می‌شود اشکال ندارد ولی تا ممکن است این کار را انجام ندهد.
 چنانچه فرد مسلمانی در مأموریتهای فضایی به خارج از جو کره زمین برود با توجه به اینکه در خلأ قرار گرفته و هیچ ایستایی و سکونی نمی‌تواند داشته باشد و نمی‌تواند وضو بسازد، زیرا آب نیز در آنجا به حالت معلق می‌باشد و همچنین به واسطه حساسیت دستگاههای فضاپیما کوچکترین ذره غباری نیست که حتی بتواند تیمم کند و اگر باشد آن هم معلق است و حتی برایش افق معنا ندارد و قبله‌ای نیست، تکلیف وی چه می‌باشد؟, نماز خود را به همان حالت بخواند و اگر مدت کوتاه است احتیاطا بعدا قضا کند و اگر مدت طولانی است قضا ندارد.
 نظر شما در مورد سن و شرایط بلوغ دختران و تکالیف شرعی آنها چیست؟, دختران پس از تمام شدن ۹ سال قمری بالغ می‌شوند ولی اگر نتوانند بعضی از وظایف را مانند روزه بر اثر ضعف انجام دهند از آنها ساقط می‌شود و به جای آن برای هر روز یک مد طعام (تقریبا ۷۵۰ گرم گندم یا مانند آن) به فقیر می‌دهند.
 شخصی که به طریقی یا برای سفر یا به عنوان کاری که ایجاب کرده است به قطب سفر کرده و مدت مدیدی راقصد اقامت کرده (قابل توجه اینکه در قطب شش ماه روز و شش ماه شب می‌باشد) با توجه به این مطلب نماز و روزه و قبله این شخص چگونه می‌باشد؟ حال اگر شخصی قصد سفر کره ماه را داشته باشد نماز و روزه و قبله او در طول راه (و داخل سفینه) و در روی کره ماه چگونه می‌باشد؟, باید مطابق مناطق معتدله عمل کند شرح این مطلب را در کتاب نماز وروزه در قطبین نوشته‌ایم اما قبله در مناطق قطبی مشکل ندارد، به سمتی می‌ایستد که نزدیکترین فاصله را با مکه داشته باشد و از اینجا حکم نماز و روزه در سفرهای فضایی روشن می‌شود و قبله مسافران فضا آن سمت است که زمین و امتداد آن در آسمان قرار دارد.
 تبعیت از مدیران تارک الصلاة چگونه است؟, تبعیت از دستورات نامشروع آنها جایز نیست ولی از دستورات صحیح و مشروع آنها باید تبعیت کرد و باید افرادی را در رأس کارهای جامعه اسلامی بگذارند که ملتزم به احکام شرع باشند.
 کسی که می‌داند یا احتمال قوی می‌دهد که به جهت شب نشینی و یا مطالعه و غیره نماز صبحش قضا می‌شود آیا شرعا برای شب نشینی یا مطالعه مجاز است؟, این کار بر خلاف احتیاط است و اگر موجب وهن نماز شود حرام می‌باشد.
 دعا کردن به زبان غیر عربی و به غیر ادعیه مأثوره در قنوت نماز چه حکمی دارد؟, به زبان غیر عربی اشکال دارد و خواندن هر دعایی که مضمون صحیحی داشته باشد در قنوت اشکالی ندارد.
 برخی از دانشجویان عقیده دارند ازآنجا که حکم مصافحه بعد از نماز در احادیث نیامده است این کار بدعت محسوب می‌شود و باید ترک کرد و از طرفی در صورت ترک مصافحه بعد از نماز اهداف خاص نماز جماعت آن چنان که شایسته است به اجرا در نمی‌آید حال تمنا دارد حکم مصافحه بعد از نماز را بیان بفرمایید؟, بدعت آن است که چیزی را به قصد جزئیت در دین انجام دهد و یا درعمل معرف چنین مطلبی باشد بنابراین اگر مصافحه را به نیت مطلوبیت مطلقی که دارد انجام دهند و گاهی نیز آن را ترک کنند اشکالی حاصل نمی‌شود.
 آیا کسی که قادر به اصلاح قرائت نیست ولی در صورت مراجعه به گفتار درمانی به احتمال قوی موفق به اصلاح می‌گردد آیا این درمان برایش واجب خواهد بود؟, احتیاط آن است که درمان کند.
 آیا بستن چشمان در نماز جهت تواضع و تمرکز حواس جایز است؟, بستن چشمها در نماز مکروه است ولی اگر راه حضور قلب منحصر به آن گردد مستحب بودن آن بعید نیست.
 آیا فرو بردن وسایل غیر خوراکی (مانند وسایل معاینات پزشکی) در دهان به هنگام روزه باعث بطلان روزه می‌گردد؟, موجب بطلان روزه نمی‌شود مگر اینکه آلوده به آب دهان شود و آن را بیرون آورد و سپس وارد دهان کند و رطوبت آن ابزار به قدری باشد که در آب دهان مستهلک نشود و آن را فرو برد.
 فردی مبتلا به نفس تنگی شدید است و از یک نوع وسیله طبی استفاده می‌نماید که با فشار دادنسوزن آن داروی مایع به صورت پودر گاز از راه دهان به ریه‌ها پاشیده می‌شود باعث تسکین می‌گردد (این عمل چندین بار در روز تکرار می‌گردد) آیا می‌تواند با وجود استفاده از این وسیله روزه دار هم باشد با توجه به این که بدون استفاده از این دستگاه روزه گرفتن مشقتی غیر قابل تحمل دارد؟, اگر به صورت گاز رقیق وارد بدن می‌شود مانعی ندارد و روزه‌اش صحیح است و ما نمونه‌های معمول آن را دیده‌ایم اشکالی ندارد.
 آیا فرو بردن چرک گلو باعث باطل شدن روزه می‌گردد؟, اگر به فضای دهان وارد نشود یا بدون اختیار فرو رود مانعی ندارد.
 آیا فرو بردن اخلاط سینه موجب ابطال روزه می‌شود؟, اگر به فضای دهان نرسد موجب ابطال نیست.
 آیا در بیدار شدن جنب در شب ماه مبارک رمضان مختصر بیداری کافی است (مثلا ساعت زنگ بزند و او مست خواب بوده فورا زنگ ساعت را خاموش کرده و خوابیده است)؟, این مقدار کافی نیست.
 آیا شخصی که احتمال می‌دهد روزه قضا دارد می‌تواند روزه مستحبی بگیرد و اگر برای روزه مستحبی مانند اعتکاف نذر کند چطور؟, اشکالی ندارد.
 آیا با اجازه فقها (دام بقائهم) و یا مأذونین از طرف آنها می‌توان کفارات غیر عمدی روزه را در حوایج عمومی فقرا (غیر از اطعام) صرف نمود؟, مصرف آن فقط اطعام است.
 قیمت کفاره روزه ماه رمضان که به عذر شرعی مثل مرض و غیر آن افطار شده است چقدر است؟ و آیا معیار قیمت شهری است که در آن زندگی می‌کنیم یا معیار ۷۵۰ گرمگندم یا خرما یا نان است بدون در نظر گرفتن شهری که در آن هستیم؟, ملاک قیمت شهری است که کفاره در آن پرداخت می‌شود و مقدار آن ۷۵۰ گرم است ولی قیمت آن را می‌توانید به شخص مستحق بدهید بشرط این که اطمینان داشته باشید مصرف نان می‌کند.
 آیا می‌توانم کفاره قضای روزه ماه رمضان را به برادرم که قصد ازدواج دارد و برای این امر به آن نیازمند است بپردازم؟, احتیاط آن است که فقط مصرف نان شود.
 بنده الآن حدود ۲۲ سال دارم و تقریبا از ۴ سال پیش تمامیروزه هایم را گرفته‌ام ولی قبل از آن چند روزی از روزه هایم را به دلایلی نگرفته‌ام و نمی‌دانم که تعداد آن روزها چقدر بوده است وظیفه من چیست؟, همان مقدار که یقین دارید روزه نگرفته‌اید قضا کنید و اگر روزه نگرفتن عمدی بوده کفاره نیز واجب است مگر اینکه جاهل به مسائل روزه بوده‌اید.
 تکلیف شخصی که روزه‌های زیادی را افطار کرده است چیست؟, تا آنجا که بتواند روزه‌های گذشته را قضا کند و نسبت به کفاره آنها مطابق مسأله ۱۴۰۱ و ۱۴۰۲ توضیح المسائل ما عمل کند و هر چه توانایی ندارد از او ساقط است.
 کسی که فقط ۲۸ روز از ماه رمضان را درک بکند چون که در اول ماه مبارک در ایران است و آخر ماه مبارک در یک کشور عربی است که ماه شوال یک روز زودتر دیده می‌شود و لهذا ۲۸ روز را درک کرده است آیا قضای یک روز بر او واجب است یا هیچ قضا لازم نیست؟,قضای یک روز بر او واجب نیست ولی احتیاط مستحب است.
 دادن کفاره به واجب النفقه جایز است؟, احتیاط آن است که کفاره را مطلقا به واجب النفقه ندهد.
 وظیفه خانمی که سال اول تکلیف روزه‌اش را خورده است چیست؟ و اگر باید قضا کند چگونه قضا نماید؟, کفاره ندارد خواه جاهل مقصر بوده یا قاصر ولی اگر عمدا و عالما روزه نگرفته کفاره دارد و در تمام صور مسأله، قضا لازم است.
 شخصی چند روز از ماه رمضان را عمدا افطار کرده است اما تعداد دقیق آن را نمی‌داند وظیفه او چیست؟, به مقداری که یقین دارد، روزه هایی را که خورده باید هم قضا کند و هم برای هر روز کفاره بدهد و چنانچه بار او سنگین شود و نتواند، مطابق آنچه درمسأله ۱۴۰۲ توضیح المسائل گفته‌ایم عمل کند.
 آیا افطار روزه استیجاری بعد از ظهر جایز است؟, مانعی ندارد.
 این جانب مقلد امام خمینی (رحمه الله) بوده‌ام و به فتوای حضرتعالی بر تقلید از ایشان باقی هستم، ایشان در باب روزه مستحبی می‌فرماید اگر سبب اذیت پدر و مادر و جد شود جایز نیست با توجه به این مطلب که این جانب قادر به ازدواج نمی‌باشم و گرفتن روزه مستحبی را تنها راه جلوگیری از فعل حرام یافته‌ام و از طرفی هم پدر و مادرم راضی به گرفتن روزه مستحبی توسط من نمی‌گردند و نمی‌توانم آنان را به این امر راضی کنم آیا با وجود چنین شرایطی می‌توان بدون در نظر گرفتن رضایت پدر و مادر روزه گرفت؟, در فرض مسأله گرفتن روزهمستحبی برای شما جایز است ولی سعی کنید رضایت آنها را تا آنجا که می‌توانید جلب کنید.
 چنانچه دکتر مریض را از روزه گرفتن منع کند (با توجه به اینکه بعضی از دکترها نسبت به مسائل شرعی بی اطلاع هستند) آیا نظریه او در این مورد قابل قبول است؟, اگر دکتر مورد اطمینان باشد نظریه او قابل قبول است.
 اگر اول ماه شوال در مشهد رؤیت شود که با افغانستان نیم الی یک ساعت تفاوت افق دارد آیا اول ماه در افغانستان هم ثابت می‌شود؟, کافی نیست.
 در شهری که اکثریت با اهل سنت است و شیعه‌ها در اقلیت هستند اگر در عید قربان و عید فطر قطع به خلاف نداشته باشیم آیا می‌توانیم با آنها عیدبگیریم و اگر در نجف اشرف ماه را دیده باشند و بیست و نه روز روزه گرفته‌اند ولی در استانبول دیده نشده و سنی‌ها سی روز روزه می‌گیرند و یک روز بعد از نجف عید می‌نمایند وظیفه ما شیعه‌ها چیست؟, اگر موازین تقیه وجود داشته باشد می‌توانید با آنها عید کنید و اگر ماه در نجف ثابت شود برای استانبول کافی است.
 اگر هلال ماه رمضان در شهری دیده شود آیا برای شهرهای دیگری که افق آنها یک یا دو ساعت فرق دارد اول ماه ثابت می‌شود؟, اگر شهری که ماه در آن دیده شده نسبت به شهر مورد بحث غربی باشد ماه ثابت نمی‌شود و اگر شرقی باشد ثابت می‌شود.
 آیا هدیه خمس دارد؟, بنابر احتیاط واجب خمس به آن تعلق می‌گیرد.
 اگر خانمی دارای طلای ساخته شده برای زینت باشد و بعضی از آن هدیه باشد و سال بر آن بگذرد، آیا خمس دارد؟, چنانچه زینت آلات مزبور مورد نیاز یا جزء شئون او بوده باشد خمس ندارد.
 آیا هبه پدر به فرزند نابالغ خمس دارد؟, احتیاط واجب آن است که اگر پدری به فرزند نابالغ خود چیزیببخشد فرزند پس از بلوغ خمس آن را بپردازد.
 علما می‌گویند انسان باید حساب سال داشته باشد، اگر کسی درآمد او کمتر از مخارجش باشد بازهم واجب است حساب سال داشته باشد؟, منظور علما نیز کسی است که درآمد اضافی و پس انداز داشته باشد نه کسی که درآمد اضافی و پس اندازی نداشته باشد.
 آیا خمس به حقوق بازنشستگی تعلق می‌گیرد؟, پولی که از دولت بعد از بازنشستگی دریافت می‌کند درآمد همال سال محسوب می‌شود و اگر از مخارج آن سال اضافه باشد خمس دارد.
 آیا باغی که با پول مخمس خریده شده خمس دارد؟, باغ مزبور خمس ندارد ولی میوه‌ها خمس دارد و نسبت به قیمت اضافی در موقع فروش باید خمس آن را بپردازد.
 شخصی مقداری پس انداز دارد که حاصل وام، حقوق و اضافه کاری است آیا خمس دارد؟, آنچه وام بوده و اقساط آن را نپرداخته خمس ندارد و اما آنچه به عنوان حقوق و اضافه کار گرفته یا وامی که اقساط آن را پرداخته خمس دارد.
 آیا سپرده‌های بلند مدت بانکها که توسط بانک در گردش کاری می‌باشد مشمول خمس می‌شود؟, چنانچه خمس آن را نپرداخته باشد باید بپردازد.
 آیا خانه‌ای که پدرم به من بخشیده و خود نیز مقداری خرج آن کرده‌ام متعلق خمس است؟, چنانچه خانه‌ای که پدر به شما بخشیده مورد نیاز برای سکونت بوده است خمس ندارد ولی احتیاط این است که خمس مبلغی را که کار کرده بودید بپردازید، نسبت به کار پدرتان نیز حمل بر صحت کنید و بگویید ان شاء الله کارش درست بودهاست.
 آیا به پول حاصل از فروش زمین و وسایل زندگی و طلاجات خمس تعلق می‌گیرد؟, چنانچه زمین مورد نیاز برای منزل مسکونی بوده حتی بعد از فروشش خمس ندارد و آنچه از طریق فروش وسایل زندگی و طلا و امثال آن بوده آن هم خمس ندارد.
 آیا حیوانات اهلی چون گاو و گوسفند خمس دارند؟, چنانچه از شیر و پشم آنها و مانند آن برای مصارف شخصی استفادهمی کنند خمس ندارد اگر تنها برای کود زراعت و خرد کردن خرمن است حکم سرمایه و ابزار کار دارد و همچنین اگر از آنها به عنوان بهره برداری کسبی استفاده می‌کنند.
 در جلسات ترحیم و هفته و چهلم، گلهای گران قیمتی به صورت تاج گل به این مجالس می‌برند که این گلها پس از مدتی به سطل زباله ریخته می‌شود اول این که آیا بردن چنین گلهای گرانی از مصادیق اسراف می‌باشد و دوم این که آیا خمس دارد؟, اگر قیمت زیادی برای آن می‌پردازند بعید نیست که مصداق اسراف و مشمول خمس باشد مگر اینکه برای امر مهمی تهیه شود.
 آیا بر هیزمهایی که برای سوخت و مصارف دیگر ذخیره می‌شود خمس تعلق می‌گیرد؟, آنچه برای مصارف سوخت و سایر مصارف آن سال است خمس ندارد و آنچه برای سالهای آینده است خمس دارد.
 آیا پولی که به عنوان دیه خون گرفته شده با گذشت سال خمس به آن تعلق می‌گیرد؟, دیه خمس ندارد.
 اگر شخصی چهار ماه قبل از اینکه حساب سالش برسد پولی را که کار کرده به شخصی قرض بدهد و بعد ازدو سال شخص قرض گیرنده پول را بپردازد آیا مدت دوسالی که بر این پول گذشته، خمس به این پول تعلق می‌گیرد؟, بعد از وصول طلب باید خمس آن را داد.
 شخصی بیست سال قبل سرقفلی مغازه‌ای را به مبلغ صد هزار تومان خریده و خمس آن را پرداخته است اینک آن را به مبلغ پانزده میلیون تومان فروخته، با توجه به تورم و پایین آمدن ارزش پول آیا خمس به آن تعلق می‌گیرد؟, به مازاد یک صد هزار تومان خمس تعلق می‌گیرد.
 مردم بلتستان برای مؤونه خودشان درخت مثمر و غیر مثمر می‌کارند و بعد از رسیدن زمان قطع درخت غیر مثمر شاخه‌های آن را قطع می‌کنند و برای مؤونه خودشان و عیالات و … استفاده می‌کنند و اصلش را می‌گذارند باز همین طور دو سال سه سال و گاهی بیشتر از این می‌ماند بعد شاخه‌ها را باز قطع می‌کنند و خرج می‌کنند و از میوه درخت مثمر برای مخارج استفاده می‌کنند آیا بر اینها خمس تعلق می‌گیرد و بنابر تعلق به چه کیفیت باید ادا شود؟, هرگاه غرض از کاشت درختان تأمین مصارف شخصی باشد خمس ندارد و اگر برای کسب و کار و تجارت باشد خمس دارد.
 مردم بلتستان حیوانات را هم برای مؤونه نگهداری می‌کنند و اگر حیوانات در خانه نباشند بری زراعت کود لازم است و شیر و روغن و گوشت برای خوردن و مو و پشم آنها برای لباس و فرش و غیره استفاده می‌کنند و هکذا لوازمات خانه را عموما از حیوانات تهیه می‌کنند آیا این حیوانات خمس دارند؟ و اگردارند طریقش را بیان فرمایید., مانند مسأله سابق است.
 ابتدای عمل، چه درخت باشد و چه حیوان، قصد تجارت ندارد بلکه قصد مؤونه دارد و گاهی نه قصد مؤونه دارد و نه قصد تجارت بلکه مطلق می‌گذارد و بعد از به دست آوردن ثمره و رشد و … هم تجارت و هم در خرج مؤونه استعمال می‌کنند اینجا درباره خمس چه حکم می‌فرمایید؟, نسبت به مقدار مورد نیاز برای مؤونه و مصارف شخصی خمس ندارد و نسبت به مازاد آن خمس دارد.
 طلاب در حال تحصیل در حوزه علمیه کتابهای تاریخی و … آنچه لوازم خودشان هست می‌خرند و اگر نخرند بعدا نمی‌توانند تهیه کنند یا مثلا خیلیگران می‌شود به هر حال بعدا مشکلاتی به وجود می‌آید لذا حتی الإمکان کوشش می‌کنند که ارزانتر بخرند اما همه را الآن نمی‌توانند مطالعه کنند لااقل یک سال یا دو سال بدون مطالعه می‌ماند، آیا خمس دارد؟ اگر دارد قیمت زمان خرید را حساب کند یا قیمت روز را؟, آنچه مورد نیاز نبوده خمس دارد و ملاک قیمت امروز است.
 در بعضی مناطق سردسیر به علت کمبود نفت و مانند آن، از هیزم استفاده می‌کنند به همین منظور درختانی می‌کارند که از شاخه‌های آنها برای سوخت استفاده کنند مردم این مناطق خمس هیزمهایی که از سال اضافه می‌آید را می‌پردازند آیا این کار صحیح است؟, اشکالی ندارد، بلکه لازم است.
 طلبه‌ای از پدرش خانه‌ای را به ارث برده است که متعلق خمس است در حالی که این طلبه قادر به پرداخت خمس نیست و بدهکار نیز هست چه کارکند که تصرفش در این خانه جایز باشد؟, می‌تواند به حاکم شرع مراجعه کند و چنانچه مستحق گرفتن خمس باشد با او دستگردان نماید.
 زمینی در حدود سی سال قبل جهت تأمین مسکن مجانا به گروهی از فرهنگیان واگذار شد، ولی چون موقعیت زمین مذکور جهت تهیه مسکن تا سالها بعد اجازه نمی‌داد که در آن ساختمان مسکونی به وجود آید ناچار پس از چندین سال اقدام به خرید منزل نموده‌اند اکنون زمین مذکور چنانچه به فروش برسد یا تبدیل به ساختمان شود وجهی که از بابت فروش زمین مذکور عاید می‌گردد مشمول پرداخت خمس می‌گردد؟, احتیاط واجب آن است که خمس آن پرداخت شود.
 کسی که سال خمس او در پایان اسفند ماه بوده است اگر در نیمهاسفند فوت کرد آیا بر وجوه باقیمانده وی که به عنوان ارث باقیمانده و مربوط به یازده ماه و نیم (۵/ ۱۱ ماه)، سال قبل می‌باشد خمس تعلق می‌گیرد؟ و همچنین این مرحومه قالی کهنه خود را تبدیل به یک قالیچه به قیمت (۲۵۰۰۰ تومان) نموده بوده که زیر پا انداخته نشده آیا به قیمت این فرش خمس تعلق می‌گیرد؟, به درآمد آن سال خمس تعلق می‌گیرد ولی قالیچه اگر مورد نیاز بوده خمس ندارد.
 اگر میتی تعداد ۱۷۱ رأس گوسفند داشته باشد آیا خمس به آنها تعلق می‌گیرد یا زکات؟ در صورتی که گوسفند سرمایه میت بوده است؟, در صورتی که شرایط زکات در آنها بوده اول باید زکات گوسفندان را بدهد و چنانچه در آخر سال چیزی از مخارج سال اضافه بماند باید خمس آن را نیزبپردازد.
 در منطقه ما بعضی از خانواده‌ها دارای حدود ۱۰۰ الی ۲۰۰ رأس گوسفند هستند که به وسیله آنها امرار معاش می‌کنند مستدعی است صورت‌های مسأله را در رابطه با خمس این گوسفندان بیان فرمایید؟, خمس به سرمایه تعلق می‌گیرد و آنچه نوشته‌اید شکل سرمایه دارد، ولی اگر با کمتر از آن مقدار سرمایه، زندگی او اداره نشود از خمس معاف است.
 اگر کاسبی در سال گذشته یک تن آلومینیوم به ارزش سیصد و پنجاه هزار تومان سرمایه‌اش بوده و خمس آن را حساب کرده و پرداخته باشد، ولی اکنون ارزش هر تن آلومینیوم حدود یک میلیون تومان است در صورتی که مقدار تغییر نکرده است ولی قیمت آن ششصد و پنجاه هزار تومان بیشتر از سال قبل است با توجه به اینکه سودی در کار نیست و این کار اگر دو یا سه سال تکرار شود دیگر سرمایه‌ای باقی نمی‌ماند که کاسب بتواند کار خود را ادامه دهد. الف) نظر جنابعالی در این مورد چیست؟ ب) اگر کسی یک پنجم اصل سرمایه را (نه قیمت آن را) به صورت خمس بدهد سال بعد می‌تواند مقدار را ملاک قرار دهد؟, الف) افزایش قیمت بازار موجب خمس است ولی اگر به جایی برسد که سرمایه او برای اداره زندگیش بعد از دادن خمس کافی نباشد از دادن خمس معاف است. ب) ملاک قیمت است نه مقدار.
 مبنای سال خمس کارمند اولین حقوق دریافتی است یا زمان دیگر، سال شمسی مورد نظر است یا قمری؟, مبدأ آن، اولین درآمد است سال قمری و شمسی هر دو جایز است.
 آیا مردم می‌توانندمالیاتی که به دولت اسلامی پرداخت می‌نمایند را بابت خمس حساب نمایند؟, مالیات شبیه سایر هزینه هاست و جزء هزینه سال محسوب می‌شود و بابت خمس محسوب نمی‌شود.
 خانه مسکونی را که زمانی با مقدار کم خریده‌ام اکنون قیمت آن زیاده شده است آیا مازاد قیمت آن خمس دارد؟, خانه مسکونی هر اندازه هم قیمتش بالا برود خمس ندارد
 از طرف بنیاد شهید حقوقی به خانواده محترم شهدا پرداخت می‌شود و عده‌ای از خانواده‌ها هزینه زندگیشان از سوی دیگر تأمین می‌شود سؤال این است که به این حقوقی که از بنیاد می‌گیرند خمس تعلق می‌گیرد؟, بنابر احتیاط لازم در سر سال خمس زیادی را بدهند.
 در شهر ما اکثر خانمها قالی باف هستند و در کنار خانه داری فرش نیز می‌بافند ولی معمولا خرید لوازم فرش و همچنین فروش فرش و تصرف در پولش به عهده شوهر است و از آنجا که بافتن این فرشها چند سال طول می‌کشد تا تمامشود افراد سر سال خود چگونه حساب کنند؟ و اگر بعد از چند سال که فروخت و موقع وصول پول آن در سال بعد باشد بفرمایید جزء درآمد سالی که پول را وصول می‌کند حساب می‌شود یا به مجرد این که پول را وصول کرد باید خمس آن را پرداخت کند؟, فرش هنگامی که آماده فروختن شد جزء درآمد آن سال محسوب می‌شود که با گذشت سال خمسی اگر چیزی اضافه بماند باید خمس آن را بپردازد.
 این جانب بدون داشتن خانه شخصی رنج می‌برم و بدون وام قدرت خرید خانه ندارم فلذا با دریافت وام دولتی (و یاشخصی) خانه‌ای خریده‌ام با این حال اول این که در مبدأ سال خمسی که دارم به مازاد بر مایحتاج که خواهم داشت خمس تعلق می‌گیرد یا نه و دوم این که به هنگام پرداخت اقساط بانکی و یا شخصی تخمیس قسطها را واجب می‌دانید؟, تخمیس قسطها واجب نیست اما زاید بر قسطها اگر داشته باشید خمس دارد.
 کسانی که تاکنون خمس نداده‌اند آیا تنها پول نقد آنها محاسبه می‌شود یا ضروریات زندگی نیز محاسبه می‌شود و یا باید مصالحه شود؟, تمام اموالشان را باید حساب کنند و نسبت به ضروریات و وسایل زندگی با حاکم شرع مصالحه نمایند.
 اگر ارثیه‌ای را که متعلق خمس نیست بفروشند و تبدیل به نقد کنند آیا بعد از تبدیل مشمول خمس خواهد بود؟, مشمول خمس نیست.
 آنچه بعضی از فقها (رضوان الله علیهم) از جمله امام (قدس سره) فرموده‌اند که در هدیه خمس نیست آیا تملیک‌های کلان اعم از زمین و خانه و مغازه و اتومبیل ورا نیز شامل می‌شود و یا آنها حساب دیگری دارند؟, فرقی بین هبه کلان و غیر کلان نیست، ولی طبق فتوای ما همه اینها بنابر احتیاط واجب خمس دارد.
 آیا تعیین سال روز خمسی اختصاص به مردها دارد که به عنوان نان آور و مدیر خانواده هستند و یا زنان خانه داری که تحت سرپرستی مردها به سر می‌برند و عایدات جزئی و محقر دارند را نیز شامل می‌شود؟ اگر عایدات آنها نیز متعلق خمس باشد آیا کیفیت تخمیس اموال آنان با مردان متفاوت است یا نه (توضیح اینکه گویا بعضی از آقایان گفته‌اند زن شوهردارباید به محض دریافت تخمیس کند)؟, هر کس درآمدی زاید بر مخارج دارد باید سال خمس داشته باشد و بعد از گذشتن سال اموال خود را تخمیس کند.
 شخصی به طور متناوب از درآمدش که مخلوط از نقد و نسیه و ارثیه و احیانا مخلوطی هم از پول حرام است برای خود خانه مسکونی و اثاثیه آن را فراهم کرده و از ابتدای تکلیف تا این ساعت تصفیه حساب خمس نکرده است و حال می‌خواهد تصفیه کند آیا به این خانه و اثاثیه آن خمس تعلق می‌گیرد و یا جزء مئونه سال و مستثناست مضافا اینکه فرضا خمس تعلق بگیرد تخمینی حدود یک میلیون بدهکار می‌شود و از عهده پرداخت آن (چه فعلا و چه به تدریج) عاجز است چون درآمدی بسیار کم دارد با این وضع آیا می‌تواند با حاکم شرع و یا نماینده او به مبلغی که قادر به پرداخت باشد مصالحه کند؟, در صورتی که در حال و آینده مطمئنا قادر به پرداخت نیست می‌تواند مصالحه کند.
 حقیر در خریدوفروش عمده سبزی و باربری با یک ماشین با چند نفر شریک هستم یکی از آنها برادرم هست که در پرداخت خمس کوتاهی می‌کندایشان تصمیم به این کار دارد حتی یک بار هم انجام داده ولی فعلا چند سال است که خمس نداده است موقعیت ما هم طوری است که کنار زدن او از شراکت نه از نظر فامیلی و نه از نظر وضع شغلی در محل به صلاح ما نیست تکلیف من چیست؟, ما به شما اجازه می‌دهیم که خمس خود را بدهید و نسبتبه سهم خود تصرف کنید و سعی کنید برادرتان را نیز امر به معروف کنید.
 این جانب ملک موروثی پدری را فروخته و جهت تحصیل فرزندانم در شهر، منزلی خریداری نموده‌ام آیا به پول به دست آمده از فروش ملک ارث پدری خمس تعلق می‌گیرد و در صورت تعلق، آیا مجاز هستم به صوت اقساط بپردازم؟, اگر آن ملک بعد از فوت پدر ترقی نکرده خمس ندارد و اگر ترقی کرده احتیاط واجب آن است که خمس تفاوت را بدهید مانعی ندارد به صورت اقساط بپردازید.
 کسی که خود را در معرض خطر دشمنانش می‌بیند آیا می‌تواند از سهم امام (علیه السلام) و سایر وجوهات شرعیه اسلحه و ابزار جنگی تهیه نماید؟, با اجازه حاکم شرع یا نماینده او مجاز است.
 تبدیل وجه خمس به اجناس دیگر از قبیل پوشاک و وسایل زندگی و دادن آنها به سادات چگونه است به ویژه هنگامی که سید از پذیرفتن سهم سادات جدا ناراحت می‌شود؟ آیا سیادت از طریق مادر به فرزندان او منتقل می‌شود؟, بعضی از احکام سیادت از جمله گرفتن خمس منتقل نمی‌شود و سبب آن در کتب فقهیه بیان شده است.
 آیا سید غنی که مجتهد یا نماینده حاکم شرع نیست می‌تواند صرفا به عنوان سیادت خویش در مواردی که پیش می‌آید، با فقرای مؤمنین دستگردان و امهال نماید؟, بدون اجازه مجتهد جامع الشرایط اشکال دارد.
 آیا لازم است که هر مقلدی خمس اموالش را به مرجع تقلید خودش بدهد؟, اعطای خمس به مرجع مقلد در صورتی لازم است که معلوم نباشد مجتهدیندیگر در همان مصارفی که مرجع مقلد لازم می‌داند مصرف می‌کنند و نیز در صورتی که مرجع به عنوان حکم حاکم از مقلدین خود خمس را طلب کند، لازم است. در غیر این دو صورت می‌توان به نظر مجتهدین دیگر مصرف کرد.
 صرف سهم امام در زیارات چگونه است؟, اگر جزء شئون اوست و اسراف نیست جایز است.
 آیا طلاب می‌توانند از سهم امام (علیه السلام) استفاده کنند؟, اخذ سهم امام برای آنان با اجازه حاکم شرع در صورتی که مشغول تحصیل علم مفید اسلامی هستند جایز است.
 اگر میتی مدیون باشد و خمس نیز بدهکار باشد و ترکه، وافی به هر دو نباشد ورثه کدام را مقدم کنند؟, هرگاه مالی که به آن خمس تعلق گرفته موجود باشد باید خمس را مقدم بدارند و اگر آن مال موجود نیست احتیاط آن است که آن مال را میان هر دو طلبکار تقسیم کنند.
 آیا تغییر زمان حساب سال جایز است؟, جلو انداختن حساب سال به هر اندازه هیچ مانعی ندارد ولی تأخیر آن جز با اجازه حاکم شرع جایز نیست.
 اگر سیادت شخصی از طریق خبر دادن یکی از علمای انساب ثابت شود و عده زیادی از علما به وثاقت و خبره بودن و عدالت آن عالم شهادت بدهند آیا قول آن عالم حجت است؟, سیادت با شرایط ذکر شده ثابت می‌شود.
 آیا اجازه حاکم شرع در مصرف سهم امام (علیه السلام) و سادات لازم است؟, در مورد سهم امام (علیه السلام) اجازه حاکم شرع واجب است و در مورد سهم سادات بنابر احتیاطواجب باید اجازه گرفت.
