question,answer
 خانمهايى كه گوش خود را براى گوشواره سوراخ مى كنند، ولى فعلا گوشواره اى ندارند، آيا لازم است به هنگام غسل آب به داخل سوراخ ايجاد شده برسانند؟ برخى سعى مى كنند با چوب كبريت و مانند آن آب به آن برسانند., هرگاه دست به آن بكشند آن مقدارى كه آب به آن مى رسد كافى است.
 آيا رنگ مو، مش، لاك، ابروهاى مصنوعى،فرمژه و مانند آن، براى غسل خانمها ضرر دارد و مانع محسوب مى شود؟, هرگاه آب به پوست بدن و موها برسد كافى است.
 برخى از عروس خانمها براى اين كه آرايش آنها خراب نشود از غسل كردن و وضو گرفتن و در نتيجه نماز خواندن در شب اوّل عروسى خوددارى مى كنند، آيا اين مسأله عذر شرعى محسوب مى شود؟, اين عذر كافى نيست.
 متأسّفانه شوهرم اهل پرداخت وجوهات شرعيّه نيست و از آن بدتر رباخوار است و در نتيجه پول آب و برق و ساير مخارج منزل را از درآمدهاى حاصل از ربا مى پردازد، آيا غسل و وضوى ما با اين وضعيّت صحيح است؟ اگر صحيح نيست وظيفه ما چيست؟, خمس اموالى را كه در آن تصرّف مى كنيد به ذمّه بگيريد و هر زمان توانايى پيدا كرديد بپردازيد و در مورد اموال آلوده به ربا، چنانچه مقدار آن را نمى دانيد و صاحبش را نمى شناسيد براى آن هم خمس را بر ذمّه بگيريد و هر موقع توانايى پيدا كرديد بپردازيد، در اين صورت اعمال شما صحيح و تصرّفات شما جايز مى باشد.<H2 class=content_h2>11- احكام مردگان</H2><H3 class=content_h3>مقدّمه</H3>«مرگ» از جمله قوانين جهان طبيعت است كه هيچ استثنائى ندارد! و به تعبير زيباى قرآن مجيد «همه موجودات طعم آن را خواهند چشيد» جالب اين كه آيه فوق، سه بار در قرآن مجيد تكرار شده است.(1)و از سوى ديگر يكى از پر تجربه ترين امور زندگى هر انسانى همين «مرگ» است; چرا كه از نزديك، مرگ عزيزان خويش را مشاهده مى كند و با دست خود آنان را كفن نموده، سپسدفن مى كند; ولى افسوس كه بسيارى از انسانها در عمل مرگ را براى همسايه مى دانند و مردگان را مسافرانى مى پندارند كه چند صباحى ديگر باز خواهند گشت! و اين علّتى جز غفلت، كه عامل بسيارى از مشكلات مادّى و معنوى است، ندارد.مطالعه احكام مربوط به مردگان يكى از راههاى زدودن پرده غفلت است، به بخشى از اين احكام توجّه فرمائيد:مسأله 271: حضور زن حائض در نزد «محتضر» (يعنى كسى كه در حال جان دادن است) و نيز تنها گذاشتن زنها نزد او را، از مكروهات شمرده اند.
 هرگاه براى غسل دادن ميّت زن، زن پيدا نشود و مردهائى كه با او محرمند بخواهند غسلش دهند، چگونه بايد غسل دهند؟ آيا بايد از روى لباس غسل دهند؟ يا مى توانند بدنش را برهنه كنند؟, در مورد محارم لازم نيست از روى لباس غسل دهند، ولى بايد عورت را بپوشانند.
 هرگاه زن در حال حيض يا نفاس يا جنابت از دنيا برود، آيا علاوه بر غسل ميّت، براى امور مذكور نيز بايد او را غسل دهند، يا همان غسل ميّت كافى است؟, غسل ميّت كافى است.<H3 class=content_h3>كفن و حَنُوط</H3>مسأله 280: كفن زن بر عهده شوهر اوست، هر چند از خودش مال داشته باشد. و زنى كه طلاق رجعى گرفته، هرگاه پيش از تمام شدن عدّه بميرد، كفن او نيز بر شوهر است.
 اگر شوهر قدرت تهيّه كفن همسرش را نداشته باشد و خود زن نيز مالى نداشته باشد، هزينه كفناو بر عهده كيست؟ آيا بر عهده پدر و مادرش مى باشد؟, در صورتى كه پدر و مادر قدرت داشته باشند احتياط واجب آن است كه كفن را بدهند و اگر قدرت ندارند هزينه آن بر عهده بيت المال مسلمين است.
 آيا كفن كردن با پارچه ابريشم خالص يا طلا بافت براى ميّت زن نيز اشكال دارد، يا فقط براى مردان مشكل است؟, احتياط واجب آن است كه زن نيز در اين گونه كفنها كفن نشود.
 آيا در تعداد قطعه هاى واجب و مستحب كفن و نيز در كيفيّت و چگونگى آن، تفاوتى بين ميّت مرد و زن وجود دارد؟, در واجبات كفن تفاوتى نيست.مسأله 284: زنى كه شوهرش مرده و هنوز در عدّه وفات است، حرام است خود را خوشبو كند، ولى اگر بميرد حَنُوط او واجب است.98 
 شركت بانوان در تشييع جنازه چه حكمى دارد؟ آيا تفاوتى بين تشييع جنازه ميّت مرد و زن و نيز تشييع جنازه بستگان نزديك و غير آن هست؟,جواب: معروف در ميان فقهاء كراهت شركت زنان در تشييع است.<H3 class=content_h3>نماز ميّت</H3>مسأله 286: نماز ميّت پنج تكبير و چهار ذكر دارد كه تنها در ذكر چهارم بين ميّت مرد و زن تفاوت وجود دارد و در بقيّه مثل هم هستند، بنابراين هر گاه ميّت، زن باشد كافى است كه بعد از تكبير چهارم بگويد:اَللّهُمَّ اغْفرْ لِهذِهِ الميّت و اگر اين ذكر را بگويد بهتر است: اَللّهُمَّ اِنَّ هذِه اَمَتُكَ وَ ابْنَةُ عَبْدِكَ وابْنَةُ اَمَتِكَ نَزَلَتْ بِكَ وَ اَنْتَ خَيْرُ مَنْزُول بِها، اَللّهُمَّ انّا لا نَعْلَمُ مِنْها اِلاّخَيْراً وَ اَنْتَ اَعْلَمُ بِها مِنّااَللّهُمَّ اِنْ كانَتْ مُحْسِنَةً فَزِدْ فى اِحْسانِها وَ اِنْ كانَتْ مُسيئَةً فَتَجاوَزْ عَنْها وَ اغْفِرْ لَها اَللّهُمَّ اجْعَلْها عِنْدَكَ فى اَعْلى عِلّييّنَ وَ اخْلُفْ عَلى اَهْلِها فِى الْغابِرينَ وَ ارْحَمْها بِرَحْمَتِكَ يا اَرْحَمَ الرّاحمينَ.مسأله 287: مستحبّ است به اميد ثواب پروردگار، امام جماعت يا كسى كه فرادى نماز ميّت مى خواند، اگر ميّت زن است مقابل سينه اش بايستد.مسأله 288: مستحبّ است به اميد ثواب پروردگار، زن حائض، در صورتى كه نماز ميّت را به جماعت مى خواند، در يك صف تنها بايستد.
 آيا زن مستحاضه كثيره كه غسل خود را انجام نداده و نيز زن نفساء درحكم زن حائض هستند، كه بايد در يك صف تنها بايستند؟ يا حكم فوق مخصوص زن حائض است؟, اين حكم درباره حائض و نفساء است و شامل مستحاضه نمى شود.<H3 class=content_h3>دف____ن</H3>مسأله 290: اگر زن كافرى از دنيا برود و بچّه در شكم او نيز بميرد، چنانچه پدر آن بچّه مسلمان باشد بايد زن را در قبر به پهلوى چپ پشت به قبله بخوابانند تا روى بچّه به طرف قبله باشد، حتّى اگر هنوز روح به بدن بچّه داخل نشده باشد (يعنى هنوز حسّ و حركت پيدا نكرده است) بنابر احتياط واجب به همين دستور عمل كنند.
 زن مسلمانى كه بچّه مسلمان هفت ماهه اى در شكمش بوده فوت كرده است، بعضى مى گويند: «بايد آينه اى در سمت پشت مادر قرار دهند، تا انعكاس صورت بچّه نيز به طرف قبله باشد» آيا اين كار لازم است؟, روبه قبله بودن مادر كافى است و گذاشتن آينه معنا ندارد.مسأله 292: هر گاه بچّه اى دررحممادر بميرد و ماندنش دررحم براى مادر خطر داشته باشد، بايد به آسانترين راه ممكن او رابيرون آورند، حتّى اگر ناچار شوند او را قطعه قطعه كنند اشكال ندارد، اين كار بايد در درجه اوّل بوسيله شوهرش، اگر اهل فنّ است، و در درجه بعد زنى كه اهل فنّ است انجام شود. و اگر ممكن نيست از مرد محرمى كه اهل فنّ است استفاده كنند و در غير اين صورت، ناچار بايد از مرد نامحرمى كه اهل فنّ است كمك بگيرند.مسأله 293: هر گاه مادر بميرد و بچّه در شكمش زنده باشد، بايد فوراً بچّه را به وسيله كسانى كه در مسأله پيش اشاره شد از هر طرفى كه سالم بيرون مى آيد بيرون آورند و دوباره شكم او را بدوزند و حتّى الامكان بايد اين كار زير نظر اهل فن انجام گيرد و اگر اهل فن نباشد پهلوى چپ را بشكافند و بچّه را فوراً بيرون آورند.مسأله 294: مستحبّ است به اميد اين كه مطلوب پروردگار باشد هنگام دفن اگر ميّت زن است از طرف عرض بدن او را وارد قبر كنند و به هنگام وارد كردن او، پارچه اى روى قبر بگيرند.
 چرا ميّت مرد را از طرف سر و بدن ميّت زن را از طرف عرض جسد وارد قبر مى كنند؟رساله احكام براى بانوان, اين كار در مردان نوعى عبرت و در زنان براى رعايت اصول عفّت است.
 اگر ميّت زن است مستحب است به اميد اين كه مطلوب پروردگار باشد كسى كه با او محرم است او را در قبر بگذارد و اگر محرم نباشد خويشانش اورا در قبر بگذارند.<H3 class=content_h3>نبش قبر</H3>مسأله 297: نبش قبر مسلمان، يعنى شكافتن قبر او، حرام است; هر چند طفل يا ديوانه باشد. و منظور از نبش قبر آن است كه آن را طورى بشكافند كه آثار بدن ميّت ظاهر شود; بنابراين اگر بدن ظاهر نشود اشكال ندارد، مگر اين كه موجب هتك و بى احترامى باشد; ولى نبش قبر در چند مورد حرام نيست، يكى از موارد آن، نبش قبر براى انجام يك مطلب شرعى كه اهميّت آن از شكافتن قبر بيشتر است، مثل اين كه بخواهند بچّه زنده اى را از شكم زن حامله (كه دفن شده است) بيرون آورند (البتّه روشن است كه بچّه، مدّت كمى بعد از مادر ممكن است زنده بماند). خواهرم فوت كرده و به جز من، كه يك زن تنها و از كار افتاده هستم، كسى ندارد. به من وصيّت كرده كه بدنش را به كربلاى معلّى انتقال دهم و در آن سرزمين پاك و معطّر از عطر شهداى كربلا دفن كنم، اكنون راه كربلا بسته است و مدّتى است كه بدن او را بدون دفن كردن در محلّى به امانت گذاشته ام، آيا تأخير در دفن بخاطر انجام وصيّتش جايز است؟ آيا انتقال آن جسد از محلّى كه به امانت گذاشته ام نبش قبر محسوب نمى شود؟, احتياط آن است كه هر چه زودتر بدن او را دفن كنيد.
 دختر پانزده ساله اى در حادثه تصادف ماشينى از دنيا رفت و او را به خاك سپرده اند. اكنون مدّتى است كه خويشاوندان و آشنايان وى ، مخصوصاً خواهر بزرگترش، مرتّباً او را در خواب مى بينندكه اصرار مى كند بيايند او را ببرند; چون او زنده است و آنقدر اين خوابها تكرار شده كه وضع روحى خانواده آن مرحومه را به مخاطره افكنده و سلامتى آنها را مختل كرده است; آيا نبش قبر در اين مورد جايز است؟, با توجّه به ضرورت ناشى از نگرانى شديد اين خانواده و عدم صدق هتك احترام در مورد سؤال و مراعات احتياط (در انجام حدّاقلّ نبش لازم) جايز است.
 شوهرم قبل از فوتش يك قبر دو طبقه در بهشت زهراء براى من و خودش تهيّه كرد، ايشان سال قبل فوت كرد و در طبقه پائين آن قبر دفن شد، حال پس از فوت من، آيا شكافتن اين قبر و دفن جسد من در طبقه اوّل آن جايز است؟, در صورتى كه بدن سابق ظاهر نشود اشكالى ندارد.<H3 class=content_h3>چند مسأله ديگر</H3>
 آيا جايز است زن در مرگ نزديكان و عزيزانش صورت و بدن خود را بخراشد و به خود لطمه بزند و يقه پاره كند؟, هيچ يك از امور فوق جايز نيست، ولى پاره كردن يقه تنها در مرگ پدر و برادر جايز است.مسأله 302: هر گاه مرد در مرگ زن يا فرزند، لباس خود را پاره كند، يا زن در عزاى ميّت صورت خود را بخراشد، بطورى كه خون بيايد، يا موى خود را بكند، بنابر احتياط واجب بايد مانند كفّاره قسم را بدهد. (يعنى به ده فقير غذا دهد و يا آنها را بپوشاند و يا يك بنده آزاد كند) بلكه اگر خون هم نيايد به اين دستور عمل نمايد.
 معمولا خانمها به هنگام عزاى اموات صدارا بلند مى كنند، آيا اين كار جايز است؟, احتياط واجب آن است كه در گريه بر ميّت صدا را خيلى بلند نكنند و فرياد نكشند.
 آيا رابطه زناشوئى زن و شوهر پس از مرگ بكلّى قطع مى شود؟ يعنى مثلا به عكس و فيلمهاى بدون حجاب يكديگر نمى توانند نگاه كنند؟, نگاه كردن به آن عكسها و فيلمها اشكالى ندارد.
 دربعضى مناطق مرسوم است كه زنها پس از مرگ شوهران، يا بستگان نزديك خود، تا مدّتهاى طولانى لباس مشكى مى پوشند، صله رحم را ترك و از منزل خارج نمى شوند در مراسم شادى ديگران شركت نمى كنند، به مسافرت نمى روند، سر و صورت خود را اصلاح نمى كنند و حتّى بعضى از آنها با اين كه جوان هستند ديگر ازدواج نمى كنند، اين امور شرعاً چه حكمى دارد؟, ترك زينت در ايّام عدّه وفات لازم است، ولى ترك زينت به معنى ترك نظافت نيست و سزاوار است اين زنان بعد از گذشتن عدّه ازدواج كنند; مگر اين كه مانعى داشته باشند و ترك صله رحم نيز كار صحيحى نمى باشد.صفحه103<H2 class=content_h2>12- مسائل نماز</H2><H3 class=content_h3>مسائل نماز</H3>مقدّمه: نماز رابطه انسان با خدا و مايه صفاى روح و پاكى دل و پيدايش روح تقوى و تربيت انسان و پرهيز از گناهان است. نماز مهمترين عبادات است كه طبق روايات «اگر قبول درگاه خدا شود عبادات ديگر نيز قبول خواهد شد و اگر قبول نگردد اعمال ديگر نيز قبول نخواهد شد»(1).در آيات قرآن مجيد و روايات اسلامى و وصايا و سفارشهاى پيغمبر اكرم(صلى الله عليه وآله) و ائمّه معصومين(عليهم السلام) از مهمترين كارهايى كهروى آن تأكيد شده نماز است. بدين جهت ترك نماز از بزرگترين گناهان كبيره محسوب مى شود.سزاوار است انسان نماز را اوّل وقت بخواند و به آن اهميّت بسيار دهد و از تند خواندن نماز، كه ممكن است مايه خرابى آن گردد، جدّاً بپرهيزد. روح نماز «حضور قلب» است، بنابراين بايد عوامل حضور قلب را در خود تقويت كند، مثل اين كه معانى كلمات نماز را بفهمد و در حال نماز به آن توجّه داشته باشد و با حال خضوع و خشوع نماز را انجام دهد، بداند با چه كسى سخن مى گويد و خود را در مقابل عظمت و بزرگى خدا بسيار كوچك ببيند. و نيز كارهائى كه ارزش نماز و حضور قلب را كم مى كند انجام ندهد، مثلا در حال خواب آلودگى و خوددارى از بول و در ميان صدا و در برابر منظره هايى كه جلب توجّه مى كند به نماز نايستد.
 خانم بچّه دارى كه براى تطهير لباسهايش مشكل دارد، آيا بهتر است كه نماز ظهر و عصر را دراوّل وقت بخواند، يا صبر كند تا در آخر وقت با لباس پاك بخواند و بلافاصله نماز مغرب و عشاء را نيز با همان لباس پاك اقامه نمايد؟آيا مردى كه وظيفه تربيت بچّه خردسالى را بر عهده گرفته، نيز همين حكم را دارد؟, بايد نمازها را در زمانى بخواند كه مى تواند با لباس پاك انجام دهد، و فرقى بين مرد و زن از اين نظر نيست.
 درمسأله 682 رساله توضيح المسائل حضرتعالى، يكى از راههاى شناخت فرا رسيدن وقت نماز را «شهادت يك مرد عادل» شمرده ايد، آيا «مرد» در اين مسأله خصوصيّت دارد، يا شهادت «زن» نيز كافى است؟, اگر شهادت زن نيز موجب اطمينان، يا ظنّ قوى شود، كافى است.
 هر گاه شوهر در اوّل وقت نماز تقاضاى تمكين كند، آيا اجابت تقاضاى او مقدّم است، يا انجام نماز اوّل وقت، كه از مستحبّات مؤكّد است و در روايات راجع به آن سفارش زيادى شده است؟ و اگر زن به خواسته شوهر اعتنا نكرد و به نماز پرداخت، نمازش چه حكمى دارد؟, اجابت شوهر مقدّم است، ولى اگر به نماز بپردازد گناه كرده، امّا نماز او باطل نيست.
 انجام نمازهاى مستحبّى مقدّم است، يا اجابت در خواست شوهر؟ مخصوصاً در نمازهاى مستحبّى كه وقت آن محدود است، به گونه اى كه اگر دعوت شوهر اجابت شود وقت آن تمام مى شود، كدام يك مقدّم است؟, اجابت دعوت شوهر (در صورتى كه در حدّ معمول و معقول باشد) مقدّم است.<H3 class=content_h3>پوشانيدن بدن در نماز</H3>مسأله 310: زن بايد در موقع نماز تمام بدن، حتّى سر و موى خود را،بپوشاند ولى پوشاندن گردى صورت و دستها تا مچ و پاها تا مچ لازم نيست، امّا براى اين كه يقين كند كه مقدار واجب را پوشانده احتياط اين است كه مقدارى از اطراف صورت و قدرى پايين تر از مچ را هم بپوشاند.مسأله 311: براى زنان پوشانيدن موهاى مصنوعى و زينتهاى پنهانى (مانند دستبند و گردنبند) نيز لازم است.
 آيا پوشش زن در نماز بايد طورى باشد كه از هيچ طرف، بدن او ديده نشود؟ آيا پوشاندن زينت و زيورهاى صورت و دست در نماز، در جايى كه نامحرم نيست، لازم است؟, پوشاندن تمام بدن در نماز، به استثناء وجه و كفّين و پاها تا مچ، از چهار طرف لازم است و زينت آلات اگر روى لباس باشد براى نماز اشكال ندارد.
 نماز خواندن با مانتو و شلوار و روسرى معمولى، يا بلوز و دامن و جوراب و روسرى معمولى، به گونه اى كه به جز گردى صورت و دستها تا مچ بقيّه بدن پوشيده باشد، چه حكمى دارد؟ اگر اين لباسها زينتى باشد چطور؟, اشكالى ندارد، هر چند چادر حجاب برتر است، و در صورتى كه لباس زينتى باشد، ولى در مقابل نامحرمان نباشد، آن هم اشكالى ندارد.
 استفاده از چادرهاى نازك، كه در برابر نور بدن نمايان مى شود، براىنماز چه حكمى دارد؟, در صورتى كه در آنجا نورى نباشد كه بدن نمايان شود اشكالى ندارد.
 چنانچه زن هنگام نماز، يا پس از آن، دريابد قسمتى از اندامش كه پوشيدن آن لازم بوده، پوشيده نشده است، تكليف چيست؟, نمازش صحيح است.
 من درمنزل معمولا با لباس آستين كوتاه و دامن (بدون شلوار و روسرى) به همراه چادر نماز مى خوانم; ولى دو مطلب برايم موجب سؤال شده است، از شما ممنون خواهم شد اگر ,جواب آن را بفرمائيد:الف: به هنگام ركوع قسمتى از ساق پا و به هنگام سجده قسمتى از ساق دستم نمايان مى شود.ب: گاهى از اوقات كه مى خواهم چادرم را مرتّب كنم، قسمتى از بدنم كه بايد پوشيده باشد آشكار مى شود، آيا اين موارد جزئى نيز براى نماز اشكال دارد؟ آرى ظاهر شدن ساق دست يا ساق پا و مانند آن اشكال دارد.
 در جايى كه شخص نامحرم و اجنبى به قصد تلذّذ به دستها (تا مچ) و گردى صورت زن نمازگزار كه زينت دارد، نگاه مى كند، نماز خواندن بدون پوشاندن آنها چه حكمى دارد؟, اشكالى ندارد، ولى احتياط واجب آن است كه خود را در معرض ديد نامحرم قرار ندهد.
 در جائى كه نامحرمى نيست، آيا زن مى تواند با چهره اى كاملا آرايش كرده (البتّه با رعايت حجاب لازم براى نماز) به نماز بايستد؟, اشكالى ندارد.
 فلسفه پوشش و حجاب زن به هنگام نماز چيست؟ مگر خداوند جميل و دوست دار زيبائيها، از همه كس حتّى شوهر به زن نزديكتر نيست؟ پس چرا زن بايد خود را در مقابل خداوند بپوشاند؟صفحه107, زن بايد بهترين و مناسب ترين لباس را در مقابل خداوند بپوشد و بهترين لباس زن، حجاب كامل است، به علاوه اين سبب مى شود كه در موارد ديگر حجاب را فراموش نكند.
 آيا رعايت حجاب و پوشانيدن بدن دراعمال عبادى غير از نماز، همانند تلاوت قرآن و دعاء، فضيلتى براى زن محسوب مى شود؟, دليلى بر وجوب يا استحباب آن نداريم، ولى اگر مشكلى ايجاد نكند محترمانه تر محسوب مى شود.<H3 class=content_h3>شرايط لباس به هنگام نماز</H3>
 شوهرم اهل خمس و وجوهات شرعيّه نيست و تذكّرات و نصيحتهاى من نيز تا كنون مؤثّر نبوده است، با توجّه به اين كه يكى از شرائط لباس نمازگزار اين است كه غصبى نباشد، نماز من با لباسهايى كه از اين پولها تهيّه مى شود چه حكمى دارد؟, به شما و امثال شما اجازه مى دهيم كه در اين لباسها تصرّف كنيد و اگر مى توانيد وجوه شرعيّه آن را بپردازيد و اگر توانايى نداريد به ذمّه بگيريد و هر زمان موفّق شديد بپردازيد.مسأله 322: نماز خواندن با لباس طلا بافت براى مردان جايز نيست و نماز را باطل مى كند، ولى براى زنان، در صورتى كه اسراف نباشد، اشكالى ندارد. در غير حال نماز نيز پوشيدن چنين لباسى براى مردان حرام است.مسأله 323: زينت طلا، مانند انگشتر طلا و يا ساعت مچى طلا و مانند آن، براى مردان حرام است، و نماز با آن باطل است، و احتياط واجب آن است كه از استعمال عينك طلا هم خوددارى شود، ولى همه اينها براى خانمها در نماز و غير نماز جايز است.مسأله 324: پوشيدن لباسى كه از ابريشم خالص است براى مردان حرام است،صفحه. 108حتّى عرقچين و بند شلوار، و نماز با آن باطل است. حتّى آستر لباس نيز نبايد از ابريشم خالص باشد، امّا همه اينها براى خانمها، چه در حال نماز و چه در غير نماز، جائزاست.
 چرا استفاده از طلا و ابريشم در نماز و غير آن، براى مردان ممنوع و براى خانمها جايز است؟ فلسفه آن را بيان فرمائيد., زينت جزئى از زندگانى زنان است و به همين دليل اسلام اجازه استفاده از زينت حتّى طلا و لباس ابريشمى (در حدّ معقول و دور از اسراف) را به آنها داده است.مسأله 326: احتياط آن است كه مرد لباس مخصوص زنان، و زن لباس مخصوص مردان را نپوشد، ولى نماز با آن اشكال ندارد.
 منظور از اين كه فرموده ايد: «پوشيدن لباس مخصوص مرد براى زن و بالعكس اشكال دارد» چه نوع لباسى است؟ لطفاً توضيح دهيد., منظور لباسى است كه در عرف عام مى گويند لباس زنانه است (ولى هرگاه فسادى بر آن مترتّب نشود حرام نيست).
 بسيار اتّفاق مى افتد كه زن در داخل منزل دمپائى شوهر يا شوهر دمپائى خانمش را مى پوشد، آيا اين كار اشكال دارد؟, اشكالى ندارد، بلكه لباسهاى مخصوص هر كدام را نيز اگر ديگرى بپوشد و مفاسدى بر آن مترتّب نشود اشكالى ندارد، امّا آنجا كه فسادانگيز است حرام مى باشد.
 گاهى از اوقات در نمايش ها و تئاترهاى مخصوص بانوان، كه تمام بازيگرها زن هستند، زنانى كه نقش مردها را بازى مى كنند ناچارند لباس مردانه بپوشند، آيا در اين صورت هم پوشيدن لباس مخصوص مردان اشكال دارد؟ يا اين اشكال مخصوص جايى است كه با چنين لباسى در جامعه ظاهر شود؟, آرى آن هم اشكال دارد.صفحه109
 آيا منظور از لباس مخصوص زنان يا مردان، لباسهايى مانند روسرى و مقنعه و چادرو دامن است كه كاملا مختصّ به زنان است، يا حتّى كت و شلوار و بلوز و مانند آن، كه مرد و زن هر دو مى پوشند، را نيز شامل مى شود، هر چند شكل آنها متفاوت است؟, در صورتى كه شكل آنها متفاوت باشد جزء لباسهاى اختصاصى محسوب مى شود.<H3 class=content_h3>برخى از مواردى كه نجس بودن لباس يا بدن نمازگزار جايز است</H3>مسأله 331: يكى از موارد عفو، خون كمتر از درهم است، كه اگر در لباس نمازگزار باشد، نماز خواندن با آن جايز است، به شرط اين كه از خون حيض و نفاس و استحاضه و خون سگ و خوك و مردار و خون حيوان حرام گوشت و همچنين خون كافر نباشد (بنا بر احتياط واجب).
 يكى از مواردى كه نجس بودن لباس نمازگزار جايز است لباسهاى كوچك نمازگزار، مانند عرقچين و جوراب است، آيا جورابهاى بلند زنانه، كه گاهى بجاى شلوار از آن استفاده مى شود، و نيز «كر ست» مشمول اين حكم مى باشد؟, جورابهاى بلند زنانه مشمول اين حكم نيست، ولى مورد دوم مشمول همين حكم است.مسأله 333: يكى ديگر از موارد عفو، زنى است كه پرستار بچّه مى باشد و نمى تواند براى نماز به آسانى لباس طاهر تهيّه كند. هرگاه در شبانه روز يك مرتبه لباس خود را بشويد مى تواند با آن نماز بخواند، هر چند لباسش با بول بچّه نجس شود، ولى احتياط آن است كه لباس خود را براى اوّلين نمازى كه به جا مى آورد آب بكشد.مسأله 334: هرگاه بتواند با وسايلى (مثلا با پوشكهاى معمولى) جلوى سرايت نجاست بچّه را بگيرد بايد چنين كند و نيز اگر لباسهاى متعدّد دارد بايد ازلباس پاك استفاده كند.
 آيا در حكم فوق بين مادر بچّه و زن ديگرى كه براى پرستارى بچّه اجير شده، تفاوتى وجود دارد؟ اگر مردى پرستارى چنين بچّه اى را بر عهده بگيرد، آيا مشمول اين حكم مى شود؟, فرقى بين مادر و زنان ديگر، كه پرستارى بچّه را بر عهده دارند، نيست.<H3 class=content_h3>برخى از مستحبّات و مكروهات لباس نمازگزار</H3>
 آيا كراهت لباس سياه براى نماز، شامل چادر مشكى و همچنين عباى مشكى مى شود؟, معروف كراهت لباس سياه در نماز است و دليلى كه براى آن ذكر شده زن و مرد، هر دو، را شامل مى شود، ولى عبا از آن استثناء شده و بعيد نيست چادر زنان نيز مشمول استثناء باشد.
 در مسأله 790 رساله حضرتعالى آمده است كه: «استعمال بوى خوش در لباس نمازگزار به اميد ثواب مطلوب است». آيا براى زنى كه در مسجد نماز مى خواند، استعمال بوى خوش به هنگام نماز جايز است؟ مخصوصاً اگر بداند، يا احتمال دهد، كه به هنگام بازگشت از مسجد به سوى خانه، بوى آن را مرد نامحرم استشمام مى كند؟, در چنين صورتى احتياط اجتناب است.<H3 class=content_h3>مكان نمازگزار</H3>مسأله 338: زن بايد در نماز، عقب تر از مرد بايستد و جاى سجده او از جاى سجده مرد كمى عقب تر باشد و الاّ نمازش باطل است، و در اين حكم محرم و نامحرم تفاوتى ندارد، ولى اگر ميان مرد و زن ديوار، يا پرده و مانند آن باشد، يا به اندازه ده ذراع (تقريباً 5 متر) فاصله باشد اشكال ندارد.مسأله 339: اگر زن در كنار مرد، يا جلوتر بايستد و با هم وارد نماز شوند نماز هر دوصفحه111باطل است، امّا اگر يكى قبلا وارد نماز شده باشد نماز او صحيح و نماز دومى باطل است.
 با توجّه به اين كه شرط مذكور در دو مسأله بالا، در مسجدالحرام رعايت نمى شود و زنها در رديف مردها و گاهى جلوتر از آنها به نماز مى ايستند، نماز طواف و سايرنمازهاى واجب و مستحبّ آنها چه حكمى دارد؟, در آنجا اشكالى ندارد.
 آيا بودن پرده و ديوار و مانند آن، بين زنان و مردان در حال نماز خواندن و موعظه كردن لزومى دارد؟, بودن پرده بهتر است، ولى واجب نيست، مشروط بر اين كه موازين شرعى رعايت شود.مسأله 342: بودن مرد با زن نامحرم در جاى خلوت، كه ديگرى نمى تواند به آنجا وارد شود، اشكال دارد و احتياط واجب ترك آن است و نماز خواندن در آنجا نيز اشكال دارد. همچنين نماز خواندن در محلّى كه مجلس گناه است، مثل اين كه در آنجا شراب مى نوشند، قمار مى زنند، يا غيبت مى كنند، اشكال دارد.مسأله 343: براى زنها بهتر آن است كه نماز را در خانه بخوانند، ولى اگر خود را از نامحرم بخوبى حفظ كنند بهتر است در مسجد بخوانند و اگر راهى براى ياد گرفتن مسائل اسلامى جز از طريق رفتن به مسجد وجود ندارد واجب است به مسجد بروند.<H3 class=content_h3>اذان و اقامه</H3>
 آيا اذان و اقامه مردان و زنان مانند هم است، يا تفاوت دارد؟, تفاوتى با هم ندارد; ولى اگر زن مايل باشد مى تواند بجاى اذان كامل، تنها چهار تكبير و شهادتين را بگويد، و بجاى اقامه، دو تكبير و شهادت به وحدانيّت خداوند و نبوّت پيامبر اكرم(صلى الله عليه وآله) بدهد.مسأله 345: در پنج مورد اذان ساقط مى شود و بنا بر احتياط واجب بايد آن را ترك كرد. يكى از آن موارد، نماز عصر و عشاى زن مستحاضه است كه بايد بلافاصله آن را بعد از نماز ظهر يا مغرب بخواند.مسأله 346:اگر مرد اذان زن را بشنود اذان از او ساقط نمى شود، ولى اگر زن اذان مرد را بشنود از او ساقط مى شود.مسأله 347: در جماعتى كه مردان و زنان شركت دارند، اذان و اقامه نماز جماعت را بايد مرد بگويد، ولى در جماعت زنان، اذان و اقامه زنان كافى است.<H3 class=content_h3>واجبات و مستحبّات نماز</H3>
 حكم نماز پيرزنى كه در قرائت و اذكار نمازش غلطهاى زيادى ديده مى شود و قدرت بر اصلاح و تصحيح آنها ندارد، چيست؟, اگر قادر به ياد گرفتن نباشد به همان شكل كه مى تواند بخواند.مسأله 349: شايسته است در حال ايستادن (به هنگام نماز) مردان كمى پاها را باز بگذارند و زنان به هم بچسبانند.
