question,answer
 فقها مي گويند كسي كه چندين سال بعد از استطاعت يا در اوّلين سال استطاعت به مكّه مشرف شده و بعد از دخول در محدوده حرم فوت شده نيابت براي او لازم نيست. حال اگر بعد از تمام كردن عمره تمتّع از دنيا برود هم نيابت لازم نيست؟, در صورتي كه بعد از دخول در حرم با احرام فوت شده باشد يا بعد ازعمره تمتّع، نيابت لازم نيست.
 آيا نايب حقّ نايب گرفتن دارد و در صورت انجام اين عمل آيا ميّت بري ء الذّمّه مي شود؟, نايب حقّ نايب قرار دادن ديگري را نداشته است ولي حجّ انجام گرفته صحيح است و ميّت بري ء الذّمّه شده است ولي نايب نسبت به پولي كه گرفته مديون است.
 اگر مرديكه مي تواند در روز رمي كند براي رمي زني نايب شود آيا مي تواند رمي زن را در شب انجام دهد؟, نمي تواند.
 اگر زني كه نيابت را پذيرفته، نيز خوف حيض يا مرض داشته باشد آيا مي تواند اعمال حج را بر وقوفين و اعمال مني مقدّم بدارد؟, مي تواند.
 كسي كه حجّ نيابتي انجام مي دهد علاوه بر طواف نساء كه براي منوبٌ عنه به جا مي آورد آيا واجب است كه براي خود نيز طواف نساء انجام دهد؟, واجب نيست.
 آيا صرورۀ (يعني كسي كه تا كنون به حجّ مشرف نشده است) مي تواند نايب شود، مرد باشد يا زن از طرف مرد باشد يا از طرف زن؟, نيابت صرورۀ چه مرد باشد و چه زن جايز است، خواه از طرف مرد باشد يا از طرف زن، بله نيابت زن مخصوصاً اگر منوبٌ عنه مرد باشد كراهت دارد.
 آيا در حال احرام، پوشيدن لباسهايي كه براي تزيين، قسمتهايي از آن توردوزي يا گلدوزي شده براي زنها جايز است؟ و آيا مقنعه جزء لباس مي باشد؟, احتياط در ترك آن است و مقنعه نيز جزء لباس است.
 اگر لباس احرامي زنان به قدري نازك باشد كه بدن آنها نمايان گردد، آيا به اعمال حج آنان ضرري مي رساند؟, اين كار حرام است ولي اگر در غير طواف و نماز طواف باشد موجب بطلان حج نمي شود.
 آيا مي توان پوستهاي زايد كه از لبها يا كنار ناخن ها برآمده است را از بدن جدا كرد؟, در صورتي كه خون نيايد اشكال ندارد.
 زني كه در پشت ناخن و انگشتهاي او لاك چسبيدهو با اين كيفيّت اعمال حج را بجا آورده و نمي دانسته كه اين رنگ لاك مانع براي وضو و غسل مي باشد آيا اعمال او صحيح است و چنانچه پس از انجام اعمال حج متوجّه شود چه وظيفه اي دارد؟, طواف و نماز او صحيح نيست بنابراين بايد اين دو عمل را اعاده كند و بنابر احتياط واجب بايد سعي و تقصير را نيز اعاده كند و بقيّه اعمال او صحيح است و اگر نمي تواند شخصاً انجام دهد نايب بگيرد.
 آيا سوار شدن بر ماشين سقف دار در شب به حج يا عمره ضرري وارد مي كند و كفّاره دارد؟, حج و عمره را باطل نمي كند و اگر شبهاي معمولي باشد كفّاره هم ندارد امّا در شبهاي سرد و باراني كفّاره دارد.
 اين جانب به علّت قطع بودن نخاع و عدم كنترل بول و … نمي توانم بدن و لباس احرام خود را پاك نگهدارم، وظيفه ام چيست؟, آن مقدار كه مي توانيد محافظت كنيد و آنچه موجب عسر و حرج است اشكالي ندارد.
 اگر جامه احرام را از پول خمس يا زكات نداده خريده باشند آيا احرام در آن صحيح است؟, احرام در آن حرام است.
 آيا زنها در حال احرام مي توانند جوراب بپوشند يا بايستي روي پاي آنان مثل مردان باز باشد؟, حرمت پوشيدن پا مخصوص مردان است و براي زنان پوشيدن پشت پا جايز است.
 در موسم حج يك نفر از كاركنان گروه حج همراه زنها به عنوان راهنما در روز با ماشين مسقّف به مكّه مي رود آيا كفّاره لازم است؟, در موقع ضرورت رفتن زير سايه جايز است،ولي كفّاره دارد و كفّاره آن يك گوسفند براي هر احرام است. يعني براي مجموع احرام عمره يك گوسفند و براي مجموع احرام حج نيز يك گوسفند كافي است.
 آيا احرام عمره تمتّع از شهر جدّه جايز است؟, چون محاذات شهر جدّه با هيچ يك از ميقاتها مسلّم نيست، براي احرام بايد به ميقات يا به محاذات ميقات رفت و اگر هيچ كدام امكان ندارد، احتياطاً با نذر محرم مي شود و سپس بنابر احتياط در ابتداي حرم تجديد احرام مي كند.
 بعد از اعمال عمره تمتّع، كاركنان كاروان حج براي تعيين چادر و بردن آذوقه حجّاج چند دفعه بدون احرام حجّ تمتّع به عرفات و مني رفت و آمد مي كنند، حكمشان را بيان فرماييد؟, جايز است و چنانچه عسر و حرج نباشد محرم به احرام حج شوند. 
 طبق فتواي مراجعي كه فرموده اند احتياطاً زنان هم مثل مردان محرم شوند، آيا زن بعد از پوشيدن حوله هاي احرام مي تواند حوله ها را كنار بگذارد و با لباس معمولي خودش اعمال حجّ را انجام دهد؟, زنان مي توانند در همان لباسهاي معمولي محرم شوند و پوشيدن حوله هاي احرام لازم نيست.
 حجّاجي كه فعلا از ايران براي عمره مفرده مي روند با ماشين مسقّف مي روند و در بين راه براي نماز و غذا چند مرتبه سوار و پياده مي شوند، آيا يك كفّاره كافي است يا براي هر دفعه كه پياده و سوار مي شوند كفّاره لازم است؟, براي تمام مدّت احرام عمره يا تمام مدّت احرام حجّ يك كفّاره كافي است.
 حجّاجي كه اوّل شب در مسجد شجره يا جحفه محرم شده و شبانه واردمكّه مي شوند، آيا مي توانند با ماشين سرپوشيده مشرّف شوند؟, جايز است و كفّاره ندارد مگر در شبهاي سرد و باراني كه بايد يك گوسفند كفّاره بدهند.
 آيا استفاده از دست و پاي مصنوعي كه با چرمهاي دوخته شده به بدن مي بندند، در حال احرام كفّاره دارد؟, اشكالي ندارد و كفّاره هم ندارد.
 در مناسك حضرتعالي، قطع شجر حرم، جزء محرّمات احرام ذكر نشده است، آيا اين مسأله از محرمات احرام نيست؟, اين مسأله از محرمات احرام نيست بلكه بر همه كس قطع درخت حرم، حرام است.
 آيا بلند گفتن تلبيه توسط بانوان به گونه اي كه مرد نامحرم بشنود جايز است؟, اشكالي ندارد.
 آيا پوشاندن قسمتي از صورت براي زن نيز حكم تمام آن را دارد؟, پوشيدن بعض صورت به طوري كه به آن نقاب و برقع نگويند جايز است.
 آيا احرام در كفش دوخته شده كه پشت پا را نگيرد جايز است؟, آري جايز است، ولي بهتر است مردان در حال احرام چنين كفشي نپوشند.
 اگر بچّه هاي كوچك در حال طواف يا سعي به خواب روند يا در حال طواف نوزاد در قنداقه خود بول كند چه حكمي دارد؟, در هر دو صورت صحيح است ان شاء الله.
 در موسم حج كاركنان مسجد الحرام، اشخاص پير و مريض را با سرير روي سرشان طواف مي دهند و نوعاً در بيرون دايره طواف كنندگان حركت مي كنند آيا حجّ اينها صحيح است؟, طواف آنها اشكالي ندارد زيرا در طواف رعايت محدوده معروف واجب نيست بلكه احتياط مستحب است و اتّصال به صفوف شرط نمي باشد.
كسي كه ختنه او به طور ناقص انجام شده و با اين حال حج به جا آورده تكليف او چيست؟, چنانچه ختنه به طور ناقص انجام شده، احتياط واجب آن است كه بعداز ختنه صحيح، طوافها و نماز طوافها را اعاده كند و احتياط آن است كه سعي را هم به دنبال طواف عمره و طواف حجّ اعاده كند و اگر قادر به رفتن مكّه نيست نايب بگيرد. نايب بايد تمام طواف را انجام دهد.
 نسبت به اينكه زن مي تواند طواف را مقدّم بدارد آيا صرف شك در وقوع طواف در ايّام حيض كفايت مي كند يا اينكه بايد احتمال قوي بدهد كه عادت مي شود؟, خوف حاصل از مجرّد احتمال عقلايي كفايت مي كند.
 تكليف زن مضطربه در طواف چيست؟, بايد به دستور زن مضطربه در نماز عمل كند و آن چنين است: مضطربه يعني زني كه چند ماه خون ديده ولي عادت معيني پيدا نكرده است- و اگر ده روز يا كمتر خون ببيند همه اش حيض است و اگر بيشتر از ده روز ببيند چنانچه بعضي نشانه حيض داشته باشد و از سه روز كمتر و از ده روز بيشتر نباشد حيض محسوب مي شود و اگر همه اش يك جور باشد مطابق عادت خويشاوندان خود عمل مي كند (اگر عادت همه يا اكثريّت قاطع آنها يكسان باشد) و هرگاه عادت آنها مختلف باشد احتياط آن است كه عادت خود را هفت روز قرار دهد.
 شخصي با علم به حرمت تماس با بدن زن در حين طواف از روي شهوت با بدن زني تماس حاصل مي نمايد از اين تماس متلذّذ مي گردد،آيا طواف او اشكال پيدا مي كند؟ تكليف او چيست؟ آيا طواف مستحبّي با واجب فرق دارد؟, مضرّ به طواف نيست و اگر از روي لباس لمس كرده است كفاره نداردولي مسلّماً گناه كرده است.
 حكم كسي كه طوافش قطع شده يا طوافش را براي نماز واجب قطع كرده است؛ در دو صورت تجاوز از نصف طواف و قبل از تجاوز چيست؟, جايز بلكه مستحب است كه طواف را براي نماز واجب در وقت فضيلت آن يا براي درك نماز جماعت قطع كند و بعد از اتمام نماز، طواف را تمام كند و بقيّه دورهاي آن را انجام دهد و تجاوز از نصف معتبر نيست.
 شخصي بعد از اتمام اعمال حجّ تمتّع، متوجه شده كه يك غسل مسّ ميّت بر او واجب بوده و غسل واجب ديگري هم انجام نداده است، آيا حجّش صحيح است؟, حج او صحيح است ولي احتياط واجب آن است كه طوافها (و سعي و تقصير) را اعاده كند و اگر قادر نيست نايب بگيرد.
 شخصي در عمره مفرده يا عمره تمتّع بعد از تقصير از احرام خارج شده است و بعد از چند روز قبل از احرام دوّم متوجّه شده در طواف و نمازش طهارت نداشته، آيا بايد دوباره لباس احرام بپوشد يا اعاده طواف و نماز آن با لباس معمولي جايز است؟, واجب نيست لباس احرام بپوشد و احتياط آن است كه سعيو تقصير را نيز اعاده كند.
 آيا براي كسي كه نيّت احرام حج كرده و نيّت او محقق شده است، جايز است كه طواف مستحبّي انجام دهد؟, احتياط آن است كه طواف مستحبّي را ترك كند امّا اگر انجام داد ضرري براي حج او ندارد.
 آيا مطاف حتماً بايد در حدّ بيت و مقام ابراهيم باشد يا در حال غير اضطرار هم مي توان در خارج حدّ، طواف نمود؟, مطلقاً جايز است.
 با توجّه به اينكه همراه خود كيسه مخصوص بول دارم و چون با حركت بدن بول خارج مي گردد براي طواف و نماز طواف چه كنم؟, يك وضو براي طواف و يك وضو براي نماز كافي است
 نسبت به اعمالي كه زن در حال تقديم طواف انجام مي دهد آيا فقط طواف مقدّم مي شود يا طواف و سعي هر دو مقدّم مي شوند؟, همه اعمال مكّه مقدم مي شود، يعني طواف زيارت و نماز طواف زيارت و سعي و طواف نساء و نماز طواف نساء را قبلا انجام مي دهد.
 در مسأله نيابت در نماز طواف آيا فرقي بين كسي كه مي تواند قرائتش را به تدريج تصحيح كند بين كسي كه اصلا قدرت بر تصحيح ندارد هست؟, اگر قادر بر تصحيح به تدريج هست بر او واجب است به تدريج تصحيح كند و الّا جايز است به همان مقدار كه قدرت دارد نماز را بخواند و لازم نيست كه نايب بگيرد و يا آن را با جماعت به جا آورد.
 مختون بودن انسان در طواف شرط است بنابراين اگر انساني را ختنه كرده باشند به طوري كه ختنه اشناقص است به اين معنا كه حشفه اش كاملا در نيامده و مقدار كمي در آمده است و در حال نعوظ كاملا در مي آيد، آيا اين شخص مختون محسوب و طوافش صحيح خواهد بود؟ اگر مختون محسوب نشود و ختنه نمودن بر آن شخص بار ديگر براي طواف لازم باشد و آن شخص به علّت سن زياد از ختنه نمودن خجالت بكشد، نسبت به طوافش چه وظيفه اي دارد؟, احتياط واجب آن است كه طواف و نماز آن را بعد از ختنه كردن اعاده كند و همچنين سعي را، و در اينگونه مسائل خجالت كشيدن معنا ندارد، مي تواند به طور پنهاني نزد طبيب آگاهي برود و ختنه كند، ولي طلاق دادن در اين حال اشكالي ندارد.
 زن و شوهري به مكّه رفتند و مناسك حج را بجا آوردند، لكن چون زن شوهرش را نمي خواست طواف نساء و نماز آن را بجا نياورد و شوهر هم اين طواف و نماز را ترك كرده و به وطن خود برگشته اند اكنون وظيفه آن زن از نظر محرميّت و بودنش در خانه شوهر چيست؟, اين زن و شوهر به همديگر نامحرم هستند تا زماني كه برگردند و طواف نساء و نماز آن را بجا آورند و اگر نمي توانند لازم است براي طواف نايب بگيرند يعني از كساني كه به مكّه مي روند خواهش كنند كه به نيابت آنها طواف نساء و نماز آن را بجا آورند.
 اگر كسي طواف نساء را در حج بجا نياورد زن بر او حرام مي شود، آيا مقصود فقط مقاربت است و يا ساير استمتاعات نيز حرام خواهد بود و اگراولادي به وجود آيد حلال زاده است يا نه، ارث مي برد يا نمي برد؟, ساير استمتاعات نيز حرام است و اگر اين مسأله را عمداً هم ترك كند و فرزندي به وجود آيد حلال زاده است و از او ارث مي برد.
 كسي كه طواف نساء را انجام نداده و در اين حال عقد ازدواج بسته است، آيا عقد او صحيح است؟, عقد او باطل است و چنانچه علم به حكم داشته باشد آن زن براي او حرام ابدي است.
 در اثر كثرت ازدحام، مقام حضرت ابراهيم (عليه السلام) در موسم حج وسط طواف كنندگان قرار مي گيرد، اگر كسي آنجا نماز طواف واجب بخواند مشكل و ديگران اعتراض مي كنند، آيا تا آخر مسجد الحرام پشت مقام ابراهيم مي تواند نماز بخواند؟, مانعي ندارد عقب تر نماز بخواند و اگر مزاحم طواف كنندگان است نماز خواندن وسط آنها خالي از اشكال نيست.
 اگر زن تكبيرة الاحرام يا قرائت را در نماز طواف بلند بگويد به طوري كه نامحرم بشنود جايز است يا خير؟ و بر فرض عدم جواز آيا اعاده لازم است؟, اشكالي ندارد.
 در مقام ابراهيم (عليه السلام) به واسطه ازدحام ممكن نمي شود كه در موقع نماز طواف مردها و زنها طوري بايستند كه محاذي هم نباشند، يا زن جلوتر از مرد مشغول نماز نباشد، آيا در اين صورت نماز آنها صحيح است؟, اشكالي ندارد.
 شخصي در سعي صفا و مروه بعد از چند روز، قبل از احرام دوّم متوجّه شده سعي را از مروه شروع و در صفا ختم كرده، آيا اعاده سعي لازم است؟, چنانچه به خاطرندانستن مسأله باشد، بايد سعي را از نو بجا آورد و اگر از روي سهو و فراموشي باشد، بعيد نيست كه بجا آوردن يك دور از صفا به مروه كافي باشد ولي احتياط آن است كه هفت دور به قصد ما في الذّمه بجا آورد.
 شخصي در سعي صفا و مروه، در صفا متوجّه شد دور هشتم است، وظيفه او چيست؟ آيا غير از اين سعي صفا و مروه، سعي صفا و مروه مستحبّي نيز داريم؟, بايد به زيادي اعتنا نكند و سعي او صحيح است و سعي صفا و مروه مستحب نداريم.
 در اثر تعميرات فعلي آخر كوه صفا و مروه معلوم نيست، كاركنان مسجد الحرام با گرفتن حقّ الزّحمه از حجّاج پير و مريض آنها را با چرخ سعي مي دهند و زودتر از دور حجّاج، با چرخ دور مي زنند، تكليف آنها چيست؟, قسمت سربالايي مفروش جزء كوه است و مسيري را كه چرخها طيمي كنند قطعاً روي كوه صفا و مروه است و هيچ اشكالي ندارد.
 حكم شك در تعداد دورهاي سعي چيست، آيا بنا را بر كمتر بگذارد يا بيشتر؟, اگر شك كند كه اين دور هفتم است يا بيشتر به شكّش اعتنا نكند. بله اگر قبل از رسيدن به مروه شك كند كه دور هفتم است يا كمتر، ظاهراً سعي او باطل است و همچنين اگر شك او به كمتر از هفت دور تعلّق بگيرد مثل اين كه بين يك دور و سه دور يا دو و چهار و غير اينها شك بكند.
 وظيفه كسي كه سعي را از مروه آغاز كرده است چيست؟,در صورتي كه شوط اوّل را اسقاط كند سپس بقيّه را تكميل كند تا اينكه دور هفتم به مروه خاتمه پيدا كند بعيد نيست كه سعي او صحيح باشد.
 شخصي بعد از احرام حج در عرفات يقين كرده در عمره تقصير نكرده است، چه كند؟, هرگاه تقصير را فراموش كند و به سراغ اعمال حجّ برود (يعني احرام ببندد و به عرفات برود) عمره و حجّ او صحيح است و چيزي بر او نيست ولي بهتر آن است كه يك گوسفند به عنوان كفّاره ذبح كند.
 آيا احرام بستن در حجّ تمتّع بايد در مكّه قديم باشد يا در هر كجاي مكّه باشد اشكالي ندارد؟, فرق نمي كند.
 آيا از محلّات جديد الإحداث مكّه مثل محلّات قديم، بستن احرام حجّ جايز است؟, مانعي ندارد ولي احتياط واجب اين است كه از مناطقي كه بعد از مسجد تنعيم در بيرون حرم واقع شده، احرام نبندد.
 رمي جمرات در طبقه فوقاني چه حكمي دارد؟, هنگام ازدحام جايز است.
 آيا در رمي جمرات مي توان به نيابت از افرادي كه سالم هستند عمل رمي را انجام داد؟, جايز نيست.
 آيا خانمها براي اينكه بدنشان با نامحرم برخورد نكند مي توانند در رمي جمرات مردان را نايب كنند؟, خود زن بايد رمي كند.
 براي امثال من رمي جمرات در روز مقدور نيست، آيا در شب مي توانيم رمي جمرات كنيم و در صورت مثبت بودن، آيا همراهان من هم مي توانند در شب رمي جمرات كنند؟, مي توانيد در شب رمي كنيد امّا همراهان اگر توانايي دارند در روز رمي كنند.
 آيا رمي به غير از دست مثل رمي با دهان و پا و يا سنگ قلاب و مانند اينها جايز است؟, با غير دست كفايت نمي كند
 آيا حاجي مي تواند به جاي قرباني كردن، در صورت نابود شدن گوشت آن توسط بولدوزر در قربانگاه، پول آن را براي اماكن خيريّه در نظر گيرد؟, بايد در محلّ ديگري مانند شهر خودش در ذي الحجّه قرباني كند و صرف پول آن در جاي ديگر كافي نيست.
 در چه صورتي حاجي موظّف است در وطنش قرباني كند؟, در شرايط فعلي قرباني سه حالت دارد:الف) در صورتي كه بتواند در آنجا قرباني كند و در آنجا قرباني را به مصرف برساند اين مقدّم بر هر چيز است.ب) در صورتي كه آنجا قابل مصرف نباشد امّا مسلمين بتوانند آن را بسته بندي كرده به خارج مني و بلد ديگر بفرستند تا مصرف نيازمندان شود. در صورت عدم امكان روش اوّل،روش دوّم واجب است.ج) اينكه هيچ كدام از آن دو صورت ممكن نباشد و قرباني ضايع مي شود و از بين مي رود پول آن را كنار بگذارند و در ماه ذي الحجّه هنگام بازگشت قرباني كرده و در مصارف آن مصرف كنند هيچ اشكالي براي حج آنها نخواهد داشت و اگر نمي توانند پول قرباني را كنار بگذارند بر ذمّه بگيرند.
 محل توزيع گوشت در مكّه مكرّمه حدود يك كيلومتر بعد از مسجد تنعيم قرار دارد با توجّه به اينكه عوامل خدماتي مجبورند براي گرفتن سهميه كاروان به آن محل تردد كنند، آيا به عمره تمتّع يا حجّ واجب آنها اشكالي وارد مي شود؟ حكم مسأله در خصوص كساني كه حجّ مستحبّي يا نيابتي بجا مي آورند چگونه است؟, بعد از انجام عمره تمتّع مي تواند به اينگونه مناطق رفت و آمد كند و در عمره مفرده هرگاه قبل از گذشتن ماهي كه در آن عمره انجام داده است خارجشود و بازگردد تكرار عمره لازم نيست امّا اگر در ماه بعد برگردد بايد از همان مسجد تنعيم محرم شود و عمره بجاي آورد.
 در مني فقير نيست به مجرّد ذبح قرباني مأمورين گوشت قرباني را از بين مي برند يا تلف مي شود آيا لازم است قبل از سفر از يك نفر فقير وكالت بگيريم وبعد از ذبح از سهم او مثل سهم خودمان اعراض كنيم يا لازم نيست؟, در اين صورت قرباني كردن در آنجا، چه با اخذ وكالت و چه بدون وكالت، اشكال دارد و بايد به روشي كه در مسائل قبل گفته شد عمل شود.
 دولت سعودي چندين محلّ ذبح، در خارجاز مني تعيين كرده، وظيفه حجّاج را بيان فرماييد؟, غالب قربانگاههاي امروز خارج مني است ولي ذبح در آنها در شرايط فعلي اشكالي ندارد.
 اگر كسي به قصد ما في الذّمه در ماه ذي الحجّه در وطن خود قرباني كند آيا پوست و روده آن بايد تماماً به فقير داده شود يا ممكن است يك سوّم آن به فقير داده شود و دو سوّم ديگر به عنوان سهم دوستان و خودش صرف شود و اگر خلاف عمل شده باشد آيا قيمت روز كشتن گوسفند را بدهكار است يا موقع اداي دين؟, مي تواند آن را به عنوان سهم خود صرف كند يا به دوستان يا فقرا بدهد ولي دادن به قصّاب به عنوان عوض كاري كه انجام داده مشكل است و احتياط مستحب آن است كه اگر خودش از آن استفاده كرد قيمت آن را صدقه بدهد و ملاك قيمت همان روز ذبح است.
 افراد پير و داراي عذر را بعد از نيمه شب دوازدهم از مني به جمراتآورده، اعمال فردا را انجام مي دهند و سپس به مكّه برده شده و اعمال بعدي را همان شب انجام مي دهند و غير داراي عذر نيز چنين كرده اند جز انجام رمي جمرات كه فردا براي انجام آن بازگشته اند، آيا اعمال آنها درست است؟, انجام دادن اعمال مكّه (طوافين و سعي) براي غير داراي عذر در شب دوازدهم بلكه در شب يازدهم بعد از نيمه شب نيز جايز است.
 آيا حجّاج مي توانند شب دوازدهم، بعد از نيمه شب شرعي به مكّه بيايند و عصر روز دوازدهم فقط براي رمي جمرات بهمني برگردند و عمل خويش را انجام دهند؟, براي بيتوته در مني كافي است نيمه اوّل يا نيمه دوّم شب را بمانند.
 آيا زنها مي توانند شب دوازدهم رمي جمرات نمايند و همان شب به مكّه بروند و ديگر به مني برنگردند يا بايد مانند مردان تا ظهر در مني بمانند؟, بايد مانند مردان تا ظهر در مني بمانند مگر اينكه از ماندن معذور باشند.
 شب عيد كاركنان كاروانها بعد از نصف شب با خانمها به مني مي روند و دوباره به مشعر بازنمي گردند، آيا كفّاره دارد و حجّشان صحيح است؟, چنانچه براي راهنمايي و اداره وضع آنها لازم است با آنها بروند مانعي ندارد و كفّاره هم لازم نيست.
 در اثر كثرت حجّاج چادرهاي بعضي از حجّاج را خارج از مني نصب مي كنند تكليف چيست؟, در مقام ضرورت اشكال ندارد و در غير اين صورت جايز نيست.
 در شب عيد بعد از نيمه شب زنان را به مني مي برند، آيا مردي كه با زنش در آن گروه است مي تواند با زنش به مني برود؟, اگر ضرورتي داشته باشد كه همراه همسرش باشد جايز است و الّا جايز نيست.
 كسي كه نيمه اوّل شب را در خارج از مني بيتوته كرده است، آيا جايز است كه به مسجد الحرام برود و نيمه دوّم شب را آنجا بيتوته كند بدون اينكه به مني جهت بيتوته برگردد؟, احتياط واجب آن است كه براي بيتوته نيمه دوّم شب به مني برگردد.
 آيا تلاوت قرآن يا دعا و يا نماز در مسجد الحرام يا نگاه كردن به كعبه از عباداتمحسوب مي شود كه حاجي هنگام بيتوته در مسجد الحرام بايد انجام دهد يا اين كه حتماً در هنگام بيتوته بايد طواف كند؟, همه موارد ذكر شده عبادت محسوب مي شود و كفايت مي كند.
 وظيفه كسي كه به خاطر بيماري و مانند آن قادر به انجام اعمال مني يا طواف و سعي و اعمال مكّه نيست چه مي باشد؟, اين شخص در حكم محصور است ولي اگر مي تواند نايب بگيرد اين كار از اعاده حج كفايت مي كند و لازم نيست در سال آينده حج را مجدداً بجاآورد.
 حكم كسي كه حجّش را فاسد كرده سپس مصدود و يا محصور شده است چيست؟, واجب است كه اعمال مصدود و محصور را انجام دهد و سپس در سال آينده حج بجا آورد.
 وظيفه كسي كه محصور شده و قرباني خود را به مني فرستاده، سپس مرض او خفيف شده است چيست؟, بر او واجب است كه ملحق به بقيّه حجّاج شود و تمام اعمال را انجام دهد و هدي خود را قرباني كند. در اين صورت حج او صحيح است.
 كسي كه همراه خود قرباني آورده و سپس محصور يا مصدود شده است، آيا قرباني كردن همين هدي كه همراه دارد كفايت مي كند يا علاوه بر اين، قرباني ديگر نيز بر او واجب است؟, قرباني ديگري بر او واجب نيست.
 اگر مانع ديگري غير از حصر و صدّ- مثل اينكه پايش بشكند يا وسيله نقليّه اش خراب شود يا راه را گم كند- پيش آيد، آيا احكام محصور و مصدود را دارد؟, نسبت به كسي كه پاي او شكسته استاحكام محصور و نسبت به موانع ديگر مثل خراب شدن وسيله نقليّه يا مانع ديگر احكام مصدود جاري مي شود.
 كسي كه دعاي شرط را كه قبل از نيّت احرام مستحب است بخواند در صورتي كه محصور يا مصدود شود احكام مصدود و محصور بر او جاري مي شود يا اينكه به مجرّد صدّ و حصر و بدون هدي از احرام خارج مي شود؟, احوط، بلكه اقوي اين است كه قرباني بر او واجب است.
 اگر بعضي از ورّاث بدون پرداختن سهم ورّاث ديگر (يعني با تصاحب كلّ ارث) به حج بروند حكم حجّشان چگونه است و صله رحم با آنها چه حكمي دارد؟, هرگاه سهم ارث بعضي از ورّاث پرداخته نشود و به صورت مشاع در اموال بقيّه بماند تصرّف در آن حرام است و اگر با همان پول حج بروند و لباس احرام و قرباني را از آن تهيّه كنند حج آنها نيز اشكال دارد و تا سهم ارث بقيّه را نپردازند آن مال حكم مال غصبي را دارد و اگر صله رحم با اين اشخاص سببجرأت و جسارت آنها بر حرام شود جايز نيست و اگر ترك صله رحم باعث نهي از منكر شود واجب است و اگر صله رحم و ترك آن تأثيري در نهي از منكر نداشته باشد نبايد صله رحم را ترك نمود.
 در موسم حج مردم به امام جماعت اهل سنّت اقتدا مي كنند، آيا در وسعت وقت اعاده لازم است؟, نماز آنها صحيح است و اعاده لازم نيست.
 آيا مسافر در محلّات قديم و جديد الإحداث مكّه و مدينه مثل مسجدالنّبي و مسجد الحرام بين قصر و تمام مخيّر است و يا بايد قصر بخواند؟, مسافران مخيّرند در مكّه و مدينه نماز خود را در مسجد الحرام و مسجد النّبي بلكه در تمام شهر مكّه و مدينه تمام يا قصر بخوانند و نماز تمام افضل است و فرقي ميان مكّه و مدينه قديم و امروز نيست.
 حجّاجي كه در مكّه قصد اقامه كرده اند آيا در عرفات و مشعر و مني هم مي توانند نمازشان را تمام بخوانند؟, در شرايط فعلي كه فاصله مكّه از عرفات به مقدار مسافت شرعيّه نيست نمازشان تمام است.
 بعضي از اشخاص كه از اوّل عمرشان حساب و كتابي نسبت به خمس محمّد و آل محمّد (عليهم السلام) ندارند و با همين وضع به حجّ تمتّع و عمره مفرده مي روند، حج اينها چه حكمي دارد؟, در صورتي كه پول قرباني و احرام آنها از آن نباشد صحيح است و الّا اشكال دارد و در هر حال گناه كرده است.
 شخصي مستطيع نبوده ولي چند سال قبل در مرض موتش چند نفر او را مجبور مي كنند در وصيّت به پرداخت پنج هزار پول افغاني به عنوان حجّ ميقاتي، آيا اين وصيّت صحيح است و اگر صحيح است از آنجا كه آن مبلغ برايحجّ ميقاتي كافي نيست تكليف چيست؟, اگر واقعاً وصيّت از روي اجبار بوده، نافذ نيست و اگر بعد از اصرار افراد او راضي به وصيّت شده و وجه مزبور براي حجّ ميقاتي كفايت نكند، بايد آن وجه را در كارهاي خير مصرف كنند.
 آيا خريدوفروش فيش حج جايز است؟, هرگاه خودش مستطيعنباشد يا حجّ واجب را انجام داده است و اين كار مخالف مقرّرات حكومت اسلامي نباشد مانعي ندارد.
 سال گذشته يكي از دوستان در مراسم حجّ دو قطعه سنگ از كوه حرا به من هديه كرد و بنده هم سنگها را در محلّ مناسبي قرار دادم و هر چند روز يك بار به عنوان تبرّك آن سنگها را مي بوسم و زيارت مي كنم، آيا اين عمل بنده كفر و شرك نمي باشد؟, اين كار ذاتاً حرام نيست امّا تكرار آن ممكن است منشأ برداشتهاي سوء يا بدعت شود، بنابراين از اين كار خودداري كنيد.
 چندين سال قبل شوهرم براي حج مرا نام نويسي كرد و هم اكنون كه نوبتم رسيده، شوهرم فوت كرده است، نمي دانم آيا خمس مبلغ ثبت نامي را داده يا نه، تكليف چيست؟, اگر شك داريد، بگوييد ان شاء الله داده است.
 زني كه اعمال عمره تمتّع خود را به جهت عادت شدن انجام نداده است صبح روز نهم در عرفات پاك مي شود ولي آمدن به مكّه جهت انجام اعمال عمره تمتّع به دليل ازدحام در مسير و يا نداشتن همراه امكان ندارد، وظيفه اش چيست؟, حجّ او تبديل به افراد شده است و بايد ادامه دهد و بعد از اتمام حج، عمره مفرده بجا آورد.
 خانمي كه وظيفه اش حجّ افراد است، عمره مفرده را تا چه وقتي بدون عذر مي تواند تأخير بيندازد؟, احتياط واجب آن است كه بلافاصله بعد از حجّ بجا آورد و اگر ناچار به تأخير شد، قبل از پايان ذي الحجّه بجا آورد.
 وظيفه زني كه در عمره در حال احرام ياقبل از احرام يا بعد از آن حائض شده است، چيست؟, احرام اين زن در هر حال صحيح است، لكن صبر مي كند تا پاك شود سپس طواف و نماز طواف را بجا مي آورد و بعد بقيه اعمال عمره را انجام مي دهد.
